Reviewer,Title,Review,Rating
SM K,"Great location, good for solo / couple. The downside is toilet/shower.","Stayed here twice last month with my wife (7 nights and 3 nights). Very satisfied, Requested a high floor and got rooms both times on the 16th floor. Quiet, clean and comfortable rooms. The rooms are small but very similar to all the other Holiday Inn Express properties I have stayed at. Suitable really for solo or couples as the bathroom / toilet arrangement is ""cosy"". What set this apart is the great location - close to shopping, MRT and eating places - and the friendly and helpful staff. Breakfast time can get really busy but selections are ample and would commend the chef on the Indian influenced dishes that were on offer, The gym is nice - undercover and outdoors - which we used, along with the self-service laundry (very helpful when staying in hot and humid cities as",5
Clare L,GREAT location for Orchard Rd shopping,"Good location near from shopping mall, fast check in we can check in early when the room available, in front of mosque, clean room, any conecting room, delicious breakfast although not too many menu, helpfull employee",1
Naomi C,Too small,"Great location on Orchard road, if you are there for shopping. Easy walking distance to almost anything. Room is a bit compact, so its great if you are traveling solo or as a couple, otherwise, there is not much privacy for the toilet/shower, and not much space to move about. The bathroom door is a heavy glass door that opens on its own as there is no latch at all. Any sound from the toilet can be heard from the bedroom as the room is very small. The lift is quite fast normally however it is a bit of a wait during the peak hours. Hotel lobby is a busy space and there are a lot of luggage and people blocking the way to the lift. Breakfast choice is limited but sufficient, however the dining area is quite limited. I would stay there again if i am traveling solo, definitely not",3
rameshk346,Best location in Singapore.,Just stayed here for one night but it was a 1 minute walk to the middle of Orchard Rd. Standard hotel rooms with everything you need for a brief stay. Includes a self service laundry which is handy for long trips or families. Helpful welcoming staff. Breakfast is a mix of the two cultures ie east and west and covers both bases reasonably well.,1
Alan056,Enjoyable Stay,Very small rooms and bathroom definetly the double room is for 1 person only. The bathrooms are even smaller! No place to put even a toiletry case at all. Room walls are cardboard thin to the extent that when the knock is next door or across you might think its on your door. The corridors leading to rooms are ultra narrow- one at a time type. However the beds are comfy and the rooms well lit by natural light.,5
Dr Kush Aeron,Uncordial staff and Dirty cutlery,"I along with my wife stayed in this hotel for seven nights from 31st May to 7th June.We have stayed here before and were satisfied on our last visits also,but this time we felt that there is further improvement in staff 's hospitality, service, quality and variety of food in breakfast.You can't expect a better location than this hotel in Singapore. All the best malls and food courts are just five to ten minutes walk from the hotel.We keep visiting singapore on regular basis and now onwards our first preference will always be this hotel. It was good to see a proactive approach from GM of the hotel by sending us a letter with his personal email id stating that if we have any problem we can approach him. We found all the staff members were nice and are well trained to do their",5
Mellissa K,"Best location, value for money","Standard Holiday Inn Express, you expect good sized room, clean and well managed, comfortable bed and adequate air con / heating and HIE Orchard Road delivered in all aspects. Friendly and helpful staff throughout all departments. Breakfast fare pretty standard, frequently topped up... would have liked a bit more variety with the prepared fruits selection, but apart from that a good start for the day. Hotel is in ideal location just off Orchard Road, few minutes walk from Somerset MTR (follow signs for 313 Somerset exit, go left through food court and hotel diagonally across road) Great shopping area and transport links. Plentiful restaurants and bars nearby. No hesitation staying here again if price competitive.",4
Ning in Khao Lak,thank you holiday inn express orchard,The Staff was very uncordial and rude. The cutlery for the breakfast and for the other meals was very dirty and was not washed properly. The cutlery was smelling of rotten eggs and was sometimes even sticky.We booked a month earlier and requested for a family room or two interconnected rooms which they did not consider. We asked for a room with split beds which was not given so we asked for extra bedding which was provided but for that we asked for a blanket twice yet there was no response.,5
MapleLeafGirl123,Best Location for Shopaholics👛,"We stayed here several times. Best location at the city center, near MRT station and located just behind Paragon. Minimalist room with all the standard facilities. WiFi works well. Complimentary mobile phone available for local call.",1
alexserapio,Very Accomodating Staff,"yes we promise,we will back to holiday inn express orchard ,second time here, it's a great place,Very good room,Staff Mr.Charlie's check-in is excellent experience. the hotel gave as a birthday cake for my son ,thank u. we request to higher floor, hotel gave that 7 flr. in 16 flr. to us next time hopefully we will have higher floor and a nice view :) The variety of flavors that a coffee is excellent , but the food no variety of menu. ;(",4
BoomBoomPieppa,A good stay,"We stayed here in the middle of May. Best location to shop on Orchard road. Shop, have lunch, go back to the hotel to drop your parcels. Take a nap. Go shop again. Have dinner, drop off your goods. Shop again. It's next to Paragon Mall, next to Robinson's and across the street from Takashimaya. A short walk from Tang's or Lucky plaza. I've stayed at three different Holiday Inn Express hotels in Singapore, this one wasn't so clean as the others. The room had a foul smell that I couldn't manage. I called the front desk to unlock the window for air. I was required to sign a waiver, signing my life away in case I fell out the window. It made all the difference. And I lived to tell this review. The room is stuffy and small. Choosing a twin room is slightly larger than",5
masdaz,Group Stay,"I highly recommend this hotel, the staff are approachable and accomodating especially Ms. Ng Su Han-Sales Manager, Ms. Mica Caraig and Mr. Joel Tamo of Front Office. They will do the extra mile to give the guests a memorable stay.",1
Adnan H,A very convenient hotel,"This hotel is nice, just perfect for a stay closed to city centre. Short walk to many MRT stations and shopping centre. The room is not very spacious but comfortable enough, clean and has good amenities. The staff are all very friendly and nice. Good variated breakfast, we stayed for 3 nights and breakfast menu differed everyday.",3
Maubruyere,A very good hotel smack in the heart of the shopping district,"We had booked 16 rooms at your Holiday Inn Express Orchard for our JSSL Soccer Team from 27th April to 02nd May 2018. Hotel location was perfect, central location and easy access everywhere. Mosque was right in front of the hotel. We would like to Thank Sue Han whom assisted us from day 1 of our arrival till the last day of departure. Sue Han coordinated and arranged rooms as requested. Sue Han also ensure our stay was comfortable and did her very",1
449abut,Not Bad,"This hotel is very centrally located and close to popular orchard st. This hotel was very convenient for me as mosque, grocery store , shopping and hospital was close by. Rooms in this hotel is little small but very clean. Staffs were friendly and breakfast was good .",5
Glenn M,Good Hotel,"An excellent hotel for a Holiday Inn express. Very clean and comfortable. Stayed for 2 nights on a business trip. All the classic amenities plus a smartphone, which helps greatly when walking around in the city. Efficient check in and check out. Beware of the crowds at breakfast, so mind the time recommended on a poster in the lift. All in all, highly recommended.",5
Wander And Wonder,Perfect Location,My Second time stay in this Hotel. Located in Orchard Road. Easy to go anywhere around Singapore. And very convenient for shopping. Good breakfast buffet. Rooms are clean. Staffs are friendly also. Hope I will stay again.,4
Lashika B,Convenient location,"The hotel is located in the centre of Orchad Road the shopping area in Singapore. They serves breakfast with a good quality foods, good taste and change the variety everyday. The hotel offer also boxes so you can take away your breakfast and take away the coffee",5
Suranga d W,Great Location / Value for Money / Clean and Snug,"My first time to stay here as I usually stay in Intercontinental Hotel whenever I visit Singapore. I must say that this is definitely worth the try. Efficient and accommodating staff, breakfast is very good, room and amenities definitely worth the price that you pay for. Conveniently located, few steps away from Orchard Road. Just right behind the Apple Singapore Store. My friends and i were very happy during our stay.",1
Xie Puad,Location is good,The hotel is conveniently located close to all the big shopping malls in Orchard. It is easy to get to anywhere in Singapore from a taxi for a fair price. Breakfast buffet is good. Rooms are clean though small.,4
Broadeye,Exceeding expectations,"Well, ok the rooms are a bit small. However, if your in Singapore for business or to go on a shopping spree, this location is just awesome. It does help of course that the rooms are super clean and comfortable despite the size. The breakfast in the morning is also really good and provide value for money. The service staff are very friendly and helpful. Absolutely enjoyed my stay... well my sleep to be precise because I was up and about the city most of the day. Who would not in a location like that?",5
Kule Dude,Within spitting distance of Orchard Road - if you were allowed to spit in Singapore!,"The only down side of this review had to do with check in process. They asked us to came back at 12pm for our room but nope, of course the room is not ready when we arrive. I dont mind that but the staffs dont even bother to inform us. Room is not really that spacey but it's quite okay. The toilet/bathroom design, I dont really get it but as long as it serves the purpose then I'm okay with it. Breakfast starts at 6.30 or something like that. Location not that far from bus station. There is a shopping complex in front the hotel.",1
ciobotariu a,Perfect location great stuff,"Knowing that it is rated as a 3.5 star property, my expectations were pretty much average in terms of the hotel facilities and its overall feel. However, as an IHG loyal customer, I am expecting a standard IHG level of service. I was surprised it exceeded my expectations on both. What I was particularly happy about are the following: 1. Free breakfast 2. Friendly and professional staff (which I expected) 3. Ideal location in Orchard road, right next to Paragon 4. Rooms are surprisingly big (which I didn't expect at all) 5. Fully equipped gym (also not expected) Overall, I would rate this property a 4 star. The property and the staff created a homely feeling for me. I can confidently say that I had a comfortable 4 nights stay at this hotel.",3
Ankur,Good and Comfortable Stay,"Our first visit to Singapore - and hopefully not our last. Check in very efficient and then to our room. Little to see out of the room but that was the only negative point. Decent sized room and bathroom with a comfortable bed. Nice touches were the two bottles of water on arrival - replenished daily and the ""Handy phone"" - can be used in and out of the hotel. It can be used just like a normal mobile phone - for directions and surfing the net - as well as free worldwide calls! Breakfast also good - could be busy at times, but of you got a table there was a wide variety of hot and cold items. Will use the hotel again when we next visit Singapore.",1
amandalim74,great location,"Stayed for 5 days. The room size even not very big there is place for everything. Very clean,very quiet . The breakfast is good. The most important ,the front desk. Very efficient,helpful,polite. Let me mention Reena who was outstanding,regarding her help and efficiency.",5
Indah S,A few steps from Takashimaya Orchard Road,"Good stay , nice business hotel , excellent location. Perfect for folks travelling for business and pleasure too. Very clean rooms and good staff. Breakfast area can get very busy post 8am so plan accordingly. The hotel does not have in room dining though.",5
Sandeep S,Excellent stay with easy access,"great location, everything clean, fast service, free breakie, comfy room, with handyphone. just behind the Apple flagship store along orchard road and next to The Heeren, robinson main store. cross the road & ngee ann city is on your right, 313 somerset on left. walk further down from ngee ann, u can actually reach ion orchard in abt 15mins. awesome!!!! in between orchard & somerset mrt station. i personally find somerset stn is much neared tho.dun have to worry abt food cos it's SIngapore!!! :D however, the breakfast area is a mess. maybe the seating arrangement can be arrange in a much better way.",4
iqbalbagusalfiansyah,Clean and friendly hotel in Orchard area,"Just a simple hotel but provide all what I need for my stay during business trip : good sleep because of the good quality bed, very nice staff, breakfast okay and the most important thing for me... just a few step from Orchard road.",5
hadik,"Great location, clean & modern hotel, great customer service","The hotel is located at a walking distance from the Somerset MRT or the Orchard MRT and all around are the orchard road shopping malls such as Paragon, ION Orchard and Nie Ann City. Conveniently located at the orchard main road",1
Sofi S,One night stay - connecting rooms,"Stayed here for four nights on a combined business and leisure solo trip in February 2018. The hotel is located just several steps away from Orchard Rd. although the hotel itself is actually located on Bideford Rd., another road to the north or back of Orchard Rd. The hotel is located in a convenient location with many shopping and dining options on nearby malls in walking distance. I arrived at the hotel at approximately 12 noon. However, I can check in right away despite the actual check in time is at 2pm. This was convenient to me as I can leave my luggage in my room and immediately explore the area. Check-in process was fast as the lobby was not crowded when I arrived. I got a room on the 8th floor. I also got two room keys. My room with King Bed was carpeted. The",4
Justin K,"Great location, good rooms, excellent price value",Stayed here for one night. Love how it's right in the middle of Orchard road. Room is slightly small but clean and modern. Staff are very friendly. The free wi-fi and breakfast are awesome. Will keep coming back here for sure.,5
Leesl,eat sleep eat,"A one night stay before moving on to Johor Bahru. For a family of 5, the place has basic necessities. Not so spacious, but convenient in location. Has a coin operated laundry and dryer available for patrons. But did not need to use it at the time. Breakfast choice is limited but enough for the kids. A lot of choices nearby for food e.g. McDonalds and Burger King etc. For a quick stop over it is convenient and clean. Bedding and pillows available are above average. Which can be essential for a good nights rest. In my travels in UK, USA, Malaysia and Thailand, Holiday Inn has maintained their quality. However, for a family of 5, space might be an issue, so for 3 nights and above, you might want to consider other options.",1
DianaSan85,Great value for Money,"I am a frequent business traveler to Singapore and have stayed multiple times in this hotel, holiday inn express Clark quay, holiday inn orchard city center, holiday inn atrium, and intercontinental. With the exception of the intercon which is clearly better than all these hotels if you can afford it, the holiday inn express orchard road is my next top pick. The rooms are surprisingly spacious and comfortable for a budget hotel, the gym is clean with well good equipment, the breakfast is adequate, and the hotel has a self serve laundry facility which is handy on long stays. The location is also a real highlight as you are in the heart of the action on orchard road. My only caveat is sometimes I see the price of this hotel going up a lot and can be even higher than the 4 star",3
ashantinanalau,Wonderful stay,"before staying in holiday inn express, assumed this is simple bed and breakfast hotel, may not have full service and small bed. After stayed for 2 nights, its impressed me, as it provided room amenities , smart phone, and the room size is larger than my expectation. Location is great for shopping. Only one thing need to say, is the design of bathroom door , it is the cover of bath shower as well, and easy to make wet on the floor",1
Daniale1980,Stay Smart!!!,"Stayed for a night for business. Its good value for money. Hotel design is nice and comfy, staff are pleasant, location is perfect as it’s downtown in Orchard Road and close to everything- The flagship Apple Store is just beside it as well! The property is fairly new so the rooms are nice and still fresh- also a good sized standard room. The breakfast buffet is limited but good enough for a quick meal. And a major PLUS for me- they have a Handy Phone you can use while in SG.",5
ashendesilva,One of the best hotels i ever stayed in Singapore,Appreciate the response with efficiency and great help during our business trip in Singapore . And especially thank Ms Su Han for hosting us with the excellent quality of service . What she has demonstrated impressed us!!,5
Nuella O,Great hotel and excellent location,"Stay smart, stay at Holiday Inn Express, I felt so smart this time since the hotel was located in the middle of shopping area and 2 MRT stations were just a few minutes walk away. We stayed 2 nights here for our first trip together in Singapore, and my girlfriend really liked the hotel. Breakfast was limited but sufficient to start the day right. Room had a pretty good wifi, shower, and bed. Staffs were professional and friendly, always greeted us when we hopped in and out. Very valued for money.",4
TrueTraveller101,Perfect location with modern room,Middle in orchard road close to all luxurious shopping malls and when you check in there is a free smart phone inside the room where you can get free unlimited local and international calls during your stay. I love the room it’s not big or small but convenient for two.,5
Keryn S,A nice start to our holiday,"I recently stayed at the Holiday Inn Express, Orchard Road. As a solo traveler, I was very impressed with the facility, the location and the ease of getting to the location by bus from the airport. The hotel staff were very polite and helpful and the breakfast selection was very satisfactory. The room size was perfect for me and the bed was so comfortable(or maybe I was just exhausted by the end of the day). My only dissatisfaction was the noise from the hallway. I had to use my ear plugs the first night as I am a very light sleeper and need absolute silence in order to fall asleep. The walls were not exactly noise proof but I only had an issue with this my first night at the hotel. Overall, the hotel was great value for money, in a great location with fantastic access to",1
Jamsimsafc,No IHG acknowledgement,Hotel is in a perfect location on Orchard road just right behind the Paragon shopping makl and opposite Takashimaya department store. The hotel room is modern and cleverly designed. What surprised me the most is the mobile phone provided for the hotel guest without charge. The breakfast is quite limited as it is cater for muslim guests. But it is good enough as the breakfast is included in your room rate. The check-in and check-out is quick. Would definitely stay there again.,4
Edmund A,Privilege stay,Friendly Efficent helpful staff comfortable clean rooms could not fault the rooms close to metro excellent room service good breakfast menu lovely airy breakfast room great coffee use of computer free and free phone to use to ring loved ones at home Loved our stayJan 2018,5
ADRAS,a nice hotel,"Was disappointed at check in to be told that my IHG would not be honored due to the way i booked. They didn't look properly at my booking and jumped to conclusions. The staff was rude in doing this so i mentioned it to the manager, got a reply from the duty manager who was nice but unable to do anything about the issue as they insist it was their policy - i have since reported this to IHG who told me the hotel were wrong and have since awarded me the points. The whole experience took up time and left a poor experience. At check in i was told the breakfast wasn't very good! but its was good considering the price of the hotel being cheap for Singapore. Room was small but fine and was comfortable. Gym was well equipped considering this is a budget hotel but was outdoors so could be",1
Indonesian Goodboy,Great location,"I was booked by the organizer to have a speaking engagement nearby for 3 days. As expected upon chance on staying on other hotel branches in China, this business type hotel is very convenient and nice service in accomodating guests. I consider it privilege because i was able to bring along my wife and my inlaws as for their first time visiting Singapore. We were assisted by Duty Manager Mika and was able to address our needs like check in and adjacent room for us so we could be able to be with my wife’s parents. The room is enough for a couple with very clean and convenient facilities. The clincher on our stay was that guest were provided with handy smart phone to make use of free internet, free int cals and access to other social media while staying in the city. Food is great",3
Bob H,"Yes, this is the one",a nice hotel located at a good location near orchard street and the metro station .the room are clean and quite .there are some restaurants near the hotel . the staff is very polite . the breakfast very good and it starts very early in the morning around 5:30 which is very good for those people who fly on early flights and so the can take their breakfast before checking out .,1
Sparkie154,Comfortable,"This hotel location is great, just beside the paragon mall. The centre of orchard road shopping center. Rooms size is good, not to small, may be around 24 sgm. Design and interiors are good. The service from front office staff must be increase, i left some cake for my friend take out, but when my friend come they forgot where the cake is. OMG 😮 Beside that Everything is good.",5
inazzy,Conveniet,"I've stayed at Holiday Inn Express hotels globally -- US, Europe, Asia -- and this ranks as one of the best, if not the best, among them. Location is great. Floor access is reasonable. Elevators don't take too long. Breakfast food is great value for the money, actually quite good. But the best thing about this hotel is the front desk service: they try to be as helpful as possible. I travel to Singapore 3-4 x a year on business and this hotel is now the first on the list, which should make our accountant happy.",5
Ershi2018,Overpriced Nothing special,"Stayed for 3 nights, pleasant staff at check in. Bottle water awaited us in our room. Breakfast was surprisingly good for an express and inclusive in our room rate. Clean and tidy and reasonably quiet. Very convenient and just off Orchard Road so easy access to all facilities.",4
mindylim,Great hotel!,"Location is really good and near to malls, room and toilet are clean. Breakfast is good too but very very crowded probably its Dec and many stayed with families. The only cons are: 1) From inside the room we can hear kids running around outsides 2) When ordering food we have to go down to collect at the reception area.",5
Heminihema,Comfy Compact Convenient,"Clean room just okay. simple breakfast. express check in and check out. 2 operational Elevators. Near shopping district mid range and high end boutiques, just across the street. Just 2 minutes walk bound to Ngee ann city.",1
Cathy,Not bad for a Holiday Inn Express,"Affordable rates, clean spacious rooms, friendly staff, decent breakfast spread with coffee-to-go, and best of all - it's location (super close proximity to the malls in the middle of Orchard Road). I keep coming back.",4
Kumud B,"A Great Experience, Amazing Location",Location is quite good right at the heart or Orchard Road and just next to a huge shopping mall with plenty of dining options. The rooms are quite simple and comfortable and has all the necessary amenities. The breakfast was also quite nice. The reception was quite helpful. All in all a pleasant stay.,5
BirdJourney,Perfect Location! Budget Hotel With Perfect Experience!!!,"Stay there for a week during my business trip. Great location in the center of Orchard road. Staff are friendly and very helpful. Room also quiet spacious for an Express hotel. Breakfast also ok with quite a number of food variety. The only bad thing that I have to experience every morning was the water pressure in the shower room. I need to rush for meetings every morning but the water pressure was just too low. I understand that they made it that way for environmental friendly reason, but still, I think they need to adjust it depending on each guest request. For what I know the name of the hotel itself is Holiday Inn “Express” which I expect everything to be express including shower time. Secondly is the sound proof. The noise was really bothering especially when you’re",1
Kresna Panggabean,Good location,"Superfast checkin and checkout. Located in the heart of Orchard Road next to Paragon. Polite and helpful staff. Good breakfast, specially for vegetarians. We even got Indian food options. Spacious rooms with all amenities provided. 5 mins walk to MRT Red Line. I would recommend staying here.",3
Alf R,Modern hotel on a great location,"I spent 3 nights at Holiday Inn Express Singapore Orchard Road and totally fell in love with them. They are self service hotel that make us feel more comfortable, it's how Holiday Inn Express works. My room was cozy and very clean. I got Handy Phone in my room that helped a lot when I went out because I didn't rent a Wi-Fi Router, and it was FREE. Amazing! The staffs were so nice and helpful. Very close to Tangs Plaza, Robins, Takashimaya,... Bus station and MRT. I will be back!",1
luckymaaa,good hotel near busstation and MRT,"I stayed at the Holiday Inn Express Orchard Road for 2 nights on a business trip. Love the location as it was surrounded by all the big shopping malls at Orchard Road and it is located right behind the new Apple Store. The service was good, the room was okay and the buffet breakfast was pretty standard. The internet wifi speed was not really fast for typical Orchard hotels, but it was decent. A nice option for upper-end budget hotel in Orchard area.",5
Natasha V,Wonderful First Visit,"Nice and modern hotel on a great location next to Orchard road. The rooms were very clean and a small, but great tasting, breakfast was included. The hotel provided you with a smartphone with free 4G that you could take with you when exploring the city.",5
Drew4travel,"Great location , excellent value","Stayed here 1 night, modern hotel with a really nice gadget, the smartphone in the room as you personal guide during your stay, i used it the full stay and enjoyed not to check about roamingfees. They should add a translation app to it. You can only access the floorlevel in the elevator by taping you roomkeycard, lucky someone was on our first ride ... never had this before. The room was very nice, the bathroom is only separtated by frosted glas from the room and the glasdoor does not really isolte well soundwise against the bedroom. The Breakfast was more then i expected to get. WIFI worked perfect for 4 devices. For a fee we could make a late check out at 7P.M, was very convinient und i coul The hotel is located 2 Mintues from the Busstation and about 5-10Min from Somerset",4
Philippe1973,Average for the price,"Having visited Singapore for the first time this January the trip was truly amazing. Hotel staff are truly a gem to this hotel. Very worm, helpful and friendly. Breakfast time was always a fun time. Great chefs all kinds of western and Asian meals. Hotel is very well located close to all the mayor shopping outlets and transport hubs. If you looking for a family orientated hotel this is a hotel to visit. We never felt out of place. Checking out was a breeze. Our flight was only in the evening the front desk extended our stay with a 5:00pm checkout at no extra cost. Truly a hotel with service at the forefront.",5
andras470,singapore,"The hotel is well placed, located just off Orchard Rd and the shopping excitement it brings. The lobby is fine for a hotel like this, nothing flash but very clean and uncluttered. The staff are excellent, we were checked in by Charlie, great English, friendly and welcoming. Room as you would expect, well appointed and clean. And breakfast in the lobby cafe offers a wide variety of options to suit most . Overall a good place to base yourself in.",1
DonGlaser,Great business hotel,"Ok location is good for shoppers ....rooms quite small and depressing (bathroom too).... And breakfast to get avoided, too much indian style oriented, not enough variety. One example for this morning breakfast one single choice of chicken satay saussage which tasted awfully suggary. Will not stay again.",4
Jay F,"Good Location, Excellent Service and Value for Money","everything has awesome Food is good room also staff and the location near from mall so easy o find something especially holiday in express provide handy phone to help Know location, good place and free local call friendlynear from mall",5
KBRRMRAR,Reasonable Price and Nice to stay in Orchard,"Excellent location, great + friendly service, great breakfast buffet, excellent self-service laundry, clean + comfortable rooms! As an IHG member, was able to get early check-in and late check-out which made both arriving and leaving extremely pleasant and convenient!",1
AlvinTan23,Great location and service,"Stayed with my wife and daughter last Dec 23-27. The hotel is located a few meters away from Orchard Road near Ambercombie and Fitch and Robinsons Department store. The room is spacious with a wide screen TV. The toilet has a single glass door. Breakfast is modest but worthy. For Muslims, accross is the Al-Falah Mosque. Breakfast area is full around 9-10am. It has an open air gym and garden area. Iron and ironing board is available and ideal fot business travelers. The staff are ver friendly and accommodating. Location is very near the shopping malls and 2 MRT stations, Orchard and Sommerset. A little further is Dauby Ghout station. Btw, the room is provided with a Handyphone which you can take with you during your stay. Free international and domestic calls as unlimited data",3
MikeHSFO,Reasonable hotel with good amenities,"You can get a good price to stay ini Singapore prime area (Orchard) Located in orchard road and now just behind Apple Store Singapore. Nearest MRT Station is SOMERSET and you have plenty of option to shop and dine in this area. Breakfast menu it just standard, room is fine and the hotel does not have any swimming pool. but overall for a good stay either business also family. This hotel worth to try with value for money. For those of you are Muslim, there are a mosque (one of mosque around orchard) just a walk from the lobby.",1
Yenny_Nutter,Good location,Room and Service was great. Asked for a baby cot and tub for my infant and it was duly arranged in my room when i checked in. Location is a big plus to all major shopping centre. Will stay in the future.,5
Esther R,Nice,"If you'are looking for a great shopping location and a reasonably priced hotel, this hotel is a good choice. The service was fine, the rooms small but well appointed and the included breakfast quite nice. The hotel doesn't have some of the amenities of the more expensive hotels, but often that's not required (no pool, not a large lobby or sitting area).",5
ozmrr,"Comfortable bed, good service","Everything just perfect, surrounded by shopping mall just next to Apple Store. Good services and friendly staffs. Breakfast was excellent. We met Lisa, she is very helpful every morning at breakfast. Fast check in and checkout. Pretty smart girls in front desk. Housekeeping room attendant did their best. Made our bedroom clean and tidy. Defined will be back and highly recommended. Reasonable price.",4
Stream of Unconsciousness,Staff extremely capable and friendly,"First time come with my cousins, convenience location near the Mount Elizabeth hospital walk by 10 - 15 minutes. Room quiet big and nice. No swimming pool but its ok for stay and enjoy the day with family. Easy access to any placr in orchad.",5
Anju R,A good hotel with good location.,"The reception on my early arrival was good. My room was comfortable and clean. The bed was excellent as were the pillows. Airconditioning was excellent too. The hotel offers a free mobile phone to people staying and you can access internet, maps and make free phone calls to local and international (land line) numbers. But it is a great idea. Breakfast was included in the rate and had good variety but did get very busy - visit early or late in the service is my tip. The hotel is a short walk from Orchard Road so is well located. The staff were very good and keen to help with any request. They allowed a late checkout which was ideal. I will stay again...",1
Marcopolo2013,"A two night stop over, great staff and location.","First off, they give you a cell phone that you can use to navigate, use the internet and make calls, all for free. In a foreign country, this is HUGE. Includes a travel guide. The maids were impeccable. Room was perfect every time they came in. Unlike other hotels, if I put the please service sign on my room when I went out, they got on it very quickly. Front desk staff were great, including having a quick and easy system to print boarding passes for you if the business center printer doesn't work. Location is outstanding! Just enough off of Orchard road for peace and quiet, but very close to all the action. Midway between two easily accessible MRT stations. Guest laundry was awesome - gave us one load free due to staying longer than a week.",4
Faye,"Convenient Location, Comfortable Room","Situated in the middle of Orchard Road in the busy shopping centre, guests staying in this hotel will have easy access for shopping, eating, taxi service to go anywhere, and basically have a good time. The hotel also offers HANDY, a mobile phone that you can carry anywhere and use it as a map to locate where you are going, make calls (local/international) free of charge, find out about the attractions to see in Singapoe, and even buy tickets for these attractions at a discounted price which you can redeeem once in the attraction place.",5
Ajay Singh,All you need!,"We stayed at this hotel en route to Brisbane, Australia, A nice modern hotel very well located just off Orchard Road with plenty of Shopping, Bars and Restaurants within walking distance. We arrived early morning to find that we were able to check in to our room which was great after two long flights from Manchester via Dubai. The staff were very friendly and accommodating throughout our trip. The rooms are modern and the beds were very comfortable. Breakfast was included and was buffet style catering for a wide range on nationalities, the food was good. I would have no hesitation whatsoever in recommending this hotel, it was great.",1
Saurabh_Banerjee,Great place to stay if you want to enjoy Orchard Road,"Very comfortable and cosy room for max. of 3 pax. Modern interior layout and space saving concept. Location of the hotel is very convenient and easy access with less than 5 mins walk from 313@Somerset and Orchard MRT station and bus stop. You could take the Bus No. 36 to Changi Airport in front the Apple Store. Good selection of breakfast, Vegetarian food is available too. The croissant is good! Meiji Yogurt is available daily at the breakfast bar as well.",3
Gout555,Excellent property with all facilities. Doesn’t look like express hotel,"This place has everything you need. The location is wonderful, not too far from the business areas. The famous shopping area is a 2 minute walk away. The rooms have everything you need, the washrooms are cosy. The beds were comfortable and linen was spotless. They also provide you a cell phone- Handy which is such a support in a foreign land. The breakfast is adequate. The best thing is the staff. The team is always on its toes, they always have a smile on their faces. I was given an early check in and when I was not happy with the view from the room , I was promptly shifted to another room of my choice. A big thumbs up!",1
Stella C,"Great location, comfy bed, breakfast with good choices,","Pros : Location , Location, Location. Just in the middle of Orcahrd Road. 6 -8 mins walk from Orchard Tang Plaza Metro and Somerset Metro. Self Laundry available. Complimentary breakfast. Clean rooms with WiFI. Very neat and comfy rooms. Cons: The eating area is very congested and not arranged well. For Indians it's not a great place, as you will only get 1-2 menus every morning ( mostly 1), Marriot Tang Plaza is better. ( who eats samosa for breakfast!) Even if you book your room in advance and if room is not empty, they will not give you room. ( My colleague had to spend his night in my room as he did not get a room, instead of booking 1 week in advance, if you talk to hotel staff they say its their policy,Pathetic!) You wont get a wow feeling when you go inside the",5
jsg3090,Nice hotel at a good location,"Hotel front desk (Cindy) was so considerate and gave us very early check in and also late check out. Breakfast was much better than other holiday inn express in Europe. Breakfast was good with decent spread. Bathroom was already having all the required kits. MRT Somerset was few meters away and had good connectivity across Singapore. Overall, it didn’t feel like we were in express hotel. Keep up the good work guys!",5
Merlion42,"Superb location, great service, excellent value!","Recommended by my colleagues, I had a 2 night stay in the hotel in November 2017. I have to say it is good value of money, given SGD200 incl GST per night in the central location on Orchard Road. I am quite demanding in terms of hotel mattress quality and the bed is very comfortable with suitable firmess and smooth white bed sheets. All in all, the hotel is beyond my expectation!",4
451travelgirl,Great place to stay,Stayed for a day before our cruise. Good clean place with a very central location on Orchard Road. Room was a little small but comfortable. Smooth check-in and check-out. Breakfast area could be more spacious.,5
manilabelle,Always a favorite,"The Holiday Inn Express Orchard Rd is conveniently located at the heart of Orchard Road (Singapore premium shopping belt), near the Somerset MRT station (5-10min walk). The check in was done fairly efficiently, and we managed to get our room slightly earlier than the official check-in time. Our room is of reasonable size and is really cosy. It is new, clean, and very well-appointed. The sofa beside the bed can be converted into a lounging chair and even a single bed, which is a big plus. We particularly like the convenience of the mobile phone provided free-of-charge. The outdoor gym is surrounded by greenery, and there is a self service coin-operated washer and dryer next to the gym area. Located just behind Orchard Road, you get all the convenience of food selection,",1
HertsUKTraveller,"Great hotel, brilliant location","Having arrived tired from overnight flight our room was ready 6 hours before normal check in and we were able to use it at no extra cost which was much appreciated. Very good choice of breakfast foods. Chef Ram made an Indian dish for my husband freshly cooked which was the best he has tasted. thank you Ram! Good sized room, very clean, extremely comfortable bed, good bathroom facilities and shower excellent. Excellent location 2 minutes walk from main shopping road and yet we didn’t hear any noise at all. Choice of 2 underground stations within 10 minutes walk.",4
george t,Crowded but many upsides,"This small hotel offers the amenities that I always need in a hotel within budget . Breakfast, gym facility, swimming pool , coziness, cleanliness , the brightness of the room and hallway.and coffee and tea for guests. Breakfast offered is buffet style . You'll be offered welcome drinks and pastry. Coffee is available in the lobby too. Staffs are very friendly and helpful.",5
