Reviewer,Title,Review,Rating
Marcia33303631,Very nice...,"Perfect hotel: great location, very attentive staff, clean, quiet. It was our anniversary, at the check-in we got a complimentary upgrade for a better room with a view, Pedro is such a professional at details. We loved our stay all the way, delicious food at the next door Land&Lake restaurant. No doubt where to stay next time!",3
Oregon-weirdo,Great Location,"I spent one night there to attend a show in the city. The location is great - right on the river - near Michigan Ave. There are several restaurants/cafes nearby. The L isn't far either. The staff was very friendly and efficient. My room was small without a view, but that was fine. I chose it for the lower price.",3
HockeyMark,River Hotel - Chicago,"I had the pleasure of staying here in one of the small rooms in the ""spire"" of the historic building, and it was a fantastic experience. Yes, the room was small and oddly-shaped, but the view was incredible, it was very clean and well-maintained, and it had every amenity I could want - fridge, microwave, smart TV, comfortable bed, and fast wifi. The living room with complementary snacks that change throughout the day, espresso drinks, and soda was a very nice perk. There are filtered water stations with refillable bottles throughout the hotel. During the week, there's even complementary wine in the lobby. The location is second to none and close to everything downtown and public transit. It's not ultra-luxury, but I would recommend this hotel to anyone looking for a comfortable",5
Maps07565209193,Couldn't ask for more!,"As a last minute reservation I didn’t expect too much of this hotel but I was gladly surprised. Excellent location, a great view, nice staff, a good room and a fair price for all it’s offered. I will sure be back.",5
Jet61340426267,Best stay ever!,Very nice hotel.. excellent staff. Room was very clean and nicely appointed. The shower was a little cramped and odd shaped. But it was really nice overall...including evening wine. Will come back in the future.,3
Cave_liberator,Great hotel with great customer service.,"My wife & I stayed at this hotel for a couple of nites while visiting Chicago. We were there for a couple of sporting events - Bears & Hawks games. I don't think you could beat the value - This places provides great bang for your buck. The location is right on the river at the North Loop. Everything downtown was in withing walking distance to the Hotel. As well, the trail station(s) are located a quick walk from the hotel. The location made our stay that much better! The staff was friendly and the rooms were nice and clean. There are a ton of hotels in Chicago - However, i'm not sure the value could be matched. I wouldn't hesitate to stay here again. Thanks for a great stay!",2
Joeshmeau,WOW!,We loved everything about our stay at the River Hotel. This location could not be more perfect with an excellent view and within walking distance to so many amazing things. The room was in excellent condition and the staff was helpful and responsive to our questions about the city.,1
AK1,NYE in Chicago!,"Fantastic everything. Flexible staff, internet, creature comforts. Filtered water outlets on every floor. Wonderful bed. Beautiful building. Prime Chicago location. Best week in our 10 week journey around America.",3
Ron J,"Great price, location","Great hotel, fair pricing and great location. From the front desk to maintenance, customer service was top notch. Some of the rooms can be small, or oddly shaped, but it didn't bother me as the beds, and over sized tv, plus great service made up for it.",4
Cathy C,Love Chicago,"Given the location, the quality of service, the courtesy, the upkeep (crisp!) and the size of the room (a double bedroom/double bath in our case), it's hard to believe the modest price we paid!!! EVERYONE in the hotel (staff from top to bottom) is friendly and offers assistance and kindness. Extra credit for the building's historic value! Our only very small negs are difficulty in operating the high-tech TV's (we're not tech savvy, in fairness), and no partition or door between the two bedrooms which seemed a little funky. Still 5 stars, though!!! Flight crews in and out of the place constantly for layovers - what more do you need to know?",5
Greg F,Location Location Location with Great Room,"Great location at the Chicago River. We felt very safe walking around the area. Very close to the Magnificent Mile (shopping and restaurants) and Millennium Park (and the other adjacent parks). Room was clean, modern, and comfortable. They had a filtered water dispenser with empty bottles on our floor (10th). It’s a smaller hotel so you don’t have to walk far down hallways. They had a guest supply closet so you could just grab whatever you needed. At least one airline uses this hotel for their pilots/air crew. Club Quarters Hotel is also in this same building. Up to the 10th floor is the River Hotel and everything above is Club Quarters. Tip: Uber navigation kept taking us to Lower Wacker and it took a while for a couple drivers to figure out how to get out of there. Make sure",3
wolverine331,Great Location for a Great Price,"A perfect location in a great city at an affordable rate. This hotel is just off Michigan Avenue and looks down on the Chicago River. Many, many restaurants are nearby. And the Art Institute and Writers Museum are an easy walk from the front door. What could be better!....",3
Curious33777922855,Great hotel,"We have only stayed at Club Quarters on Wacker twice but both times were exceptional. Early check-in and by early I mean 10 am. Knowledgeable staff, helpful and professional. Very clean and well accommodated rooms.",5
Jet29989357487,As it should be,"The location of River Hotel and it's hotel next door Club Quarters are perfect for people trying to do a number of different things in the city. It's only a few blocks away from the theater district for catching a musical/play. Again only a few blocks away in another direction if you want to catch a concert at House of Blues. Michigan Avenue and the Mag Mile, yes only a block away, so you can shop, shop, shop. Millennium Park is short walk down Michigan Ave as well with the Art Institute close by. Parking has in and out privileges, but really there is no need to take it out till you leave because your walking is so centralized here there is no need to drive. I used to stay in a different hotels each trip to Chicago, but this is now my hotel of choice in the city.",5
Jamie W,Weekend getaway,"Amazing location within a half mile walking distance to many great Chicago locations like Millennium Park, Grant Park, the Chicago Federal Reserve, the theatre district, and shopping. Hotel is clean, staff was friendly, and everything went well. Many snacks and drinks were provided free of charge on the 2nd floor. The only issue we had was we were called at 12:30am in our room by the front desk to explain that we weren't actually checked in when we checked in. They were calling to make sure we were actually there. My wife and I were both sleeping and were woken up by the call. I feel like this could have been done differently (maybe call in the morning or slip a note under the door) but because we were tired we were able to go right back to sleep and therefore didn't make",3
hannahkrumrey,"Good, but not first choice","Our first trip to Chicago was amazing. The hotel was very convenient to shopping, restaurants, and sites p. The staff was always very friendly accommodating. Great place to stay. I would definitely stay here again.",2
Opinion011,Great Value for City Visit,Room with a view of the river. Easy access to central Chicago. Extremely helpful and friendly parking attendants who will go above and beyond. I will definitely stay again and recommend to anyone who is looking to stay in riverwalk,1
Sunshine24165721152,Highly Recommend,"Perfect location, nice room, and very reasonable price. The only parking they offer is ballet which is $53 a night. Fairly good price considering where are you are and how much other places charge. Will definitely be staying there the next time I come in town.",3
wearytraveler15,Great Value in an Even Better Location,"Me and a friend stayed at the River Hotel for 3 nights. I had booked a Superior Room with Kitchenette. Check in was very easy, as I was able to do it straight from my phone. Once we arrived and got into the hotel room, I noticed we had absolutely no view; something was basically blocking us from seeing anything. Unsatisfied, I asked to be moved to a room with a view. There were none available until the following night, but they did transfer us to that room once it became available, at no charge. Our rooms were good sizes, however the bathrooms were a little small. Rooms do have televisions you can connect your phone to in order to watch Netflix, which was nice too. Also, all staff members were very friendly and helpful. Overall, you get what you pay for. The hotel is in the",4
networkconnect7,Thank you Pedro & Sierra !,We have stayed at River Hotel twice in the autumn and holiday season and it is the perfect hotel if you do not want to spend a lot of money and be in a good location close to everything. Rooms have contemporary decor and hotel is quiet. Pedro checked with us to be sure we had a nice stay. Will go back again for sure.,5
Slotsy,"Clean, Convenient, Professional",This hotel staff is what actually made me give them a 10. The rooms were nice but the staff was so knowledgeable and helpful it made the whole process smooth especially for someone who doesn’t go to Chicago,3
Nomad18465399412,Not 100% happy but good,"The rooms are on the smaller side, but everything else is perfect for business travel to Chicago. The location is very convenient for reaching the L train, and there are countless opportunities for food and local attractions within walking distance. Staff is friendly and very helpful, and the snacks and coffee added a nice touch!",3
Aqidwai,10 day stay.,"Dear Sir/Madam, All too often we spend time on complaints forgetting the good that needs worthy applause. I recently had the kind opportunity to stay at your Club Quarters on Wacker Street in Chicago, IL and met your Manager Pedro. He was tremendous. He is a model professional. He was so welcoming he took my bags from the lobby to my room, carrying them into the room itself. He is attentive, charismatic and caring. He is a good character. A model more institutions can learn from indeed. Pedro is an asset to your organization and I sincerely thank him for his nature and goodwill. Please let me know if I can be of any help. Best wishes, Dr Raj 305-989-0001 PS: I must thank and appreciate Sierra as well. She guided me in about the local restaurants, night life activities and",5
Gardendiva2,The best secret in Chicago,"The rooms are nice, the lobby has convenient places to work or sit, and the wine hour is fantastic. The water bottles to go are a great feature, and the service is always fast and professional. I will stay here again on my next business trip.",5
Ms Cateyez R,The location is great,It would have been nice to know that the restaurant was closed prior to my visit and also the parking was not handled well. Check-In people seemed like they just wanted me to go away and did not take time to explain anything to me regarding the amenities.,3
helen b,Shabby,"Loved it! Simplistic, no nonsense hotel accomodations in the heart of the 3rd largest city of our country. The idea of munchies for breakfast if fabulous, coffee available 24/7 was the best tasting. Wine and cheese in the evening were a nice touch and above all the staff was happy, very hard working and nice people.",2
C4072CXkarenm,"Compact, but complete","The hotel is in the best location. Walking distance to do many places that you want to see as well as close access to public transportation. Awhile the rooms are smaller than most American hotels, the rooms are comfortable. The beds are the best I have slept in. The linens reminded me of the sheets that my grandma ironed. If that is not enough, the staff is wonderful. Always ready to help and make your stay the best. I have stayed here a few times and have never be disappointed. I often think that I should try another hotel just for the experience but am afraid of being disappointed.",1
Peggy R,Great stay,"The location is what made me rate the hotel 3 stars. However the hotel is old and the rooms are rarely small. Our room had no view just a view of a building wall which was disappointing because the area is beautiful. We paid for a queen size bed but got a full size instead. Our didn’t have a microwave or a refrigerator but our friend’s room did and paid the same price.They offer free sodas, coffee, nuts, and m&ms on the second floor but other than that there’s nothing fascinating about the hotel. If you just stay they for a place to stay then this is it but if you want a luxury hotel try the London House next door its gorgeous.",3
PalmsGrillCafe,Great visit,The hotel is in a great location but appears run down .My room on the 11th floor was very small .It was hot .The air conditioner didn’t seem to work .There was a window that faced a wall so there was no natural light .The window didn’t open .The room was shabby .I wouldn’t stay here again .,4
Kentessa H,"Clean, friendly, and conveniently located!","Love River Hotel right on the river at Michigan Avenue! Close to all attractions, including the Riverwalk steps from the hotel. Tons of restaurants, shops, high end shopping, river tours, water taxi to Navy Pier, etc.",5
leonurd,older facility but wonderful condition. Great value,"I just returned from a three night stay in Chicago to attend the Opera and the Symphony. This hotel checked all the boxes: it was clean, comfortable, convenient, and appropriately priced. If I return to Chicago, I would stay here again.",3
Odyssey46713911294,A great place to stay,"We stayed at the River Hotel for a quick getaway to the City. Great, friendly staff. Good room. Great location. We received complimentary upgrade which was an unexpected, but very nice, surprise. I really liked the hotel's ""Guest Services"" closest found on the floor just down the hall from our room. It was stocked with irons, ironing boards, extra bedding/pillows. Great idea.",3
Ryan H,"The pictures ""look"" great...",The River Hotel staff were very accommodating. The valet was reasonably priced and we really liked that the concierge checked our bags in before our room was ready. The rooms were clean and comfortable for two people. The location was perfect and within walking distance of many great shops and restaurants. We will return!,5
Kathy52r,Nice hotel,"Near the Chicago river, near great shopping and restaurants. Rooms are a tad small but very well appointed. We thoroughly enjoyed our stay. Comfortable common room on second floor, Really great restaurant. Thoroughly enjoyed our stay",5
Tee S,Honeymooners,A great place to stay. Walking distance to many places in downtown Chicago and right across from an entrance to the River walk. You can't beat that. For my first visit to Chicago I couldn't have picked a better place to stay for the price.,3
wooleynuts969,Excellent location for visiting the city,"Let me start this off by saying that Andrei, the manager, was awesome. If it weren't for him and his customer service, this review would have been one star. Before I begin my review, let me give you a pro tip: There are 4 elevators when you walk into the River Hotel, 2 on the left and 2 on the right. The 2 on the right service floors 1-11 and the ones on the left 12-top floor. Unbeknownst to us, they're renovating floors 12-top floor.. so to save yourself headaches, construction workers everywhere and the tiny rooms (more on that below) ask to be moved to floors 1-11 which will require an upgrade fee or better yet just stay at the Wynham which is right next to this hell hole for around the same price of their ""upgraded rooms"". I don't even know where to begin with this.",2
Guilherme Leite Camargo,Totally worth it,Anna Hampson (manager) was very helpful. She was very responsive and quickly resolved an issue we had. The location of the hotel is excellent and provided easy access to many points of interest. The small restaurant next door to the hotel was excellent for breakfast.,1
grlskas,"Great Location, Great Amenities very accommodating and friendly","My husband and I are so excited to honeymoon at River Hotel. The impetus of our stay started off wonderfully. The front desk rep was really fast, personable and informative. We soon found out about Free Wine and Cheese at 5 pm and also the 2nd floor full of snacks and refreshments. Our room is located on the 6th floor. Upon checking out the view, I noticed the first issue... Cracked paint across the ceiling. I wouldn't expect something like this in a 4 star hotel... maybe a 3 star like Holiday Inn. Also, whomever installed the coat hanger obviously did not use a ruler! (check out the included pics) Then, I noticed that the room was ""gently cleaned,"" as there is a lot of dust and a few dings on the wood furniture. The mirrors in the bathroom have pre-existing finger",3
shortysboyKansas,Great room at the top!,At the heart of the city and the best cross roads to head to everything. Overlooks the river but is not noisy Clan and very friendly staff Attched restaurant has just closed but good options a coiulpe of doors away. No safe was our only surprise,4
Dreamer284125,Wonderful boutique hotel in a great location,"The place it well located, clean and organized. The staff are very friendly as well. Taxis in front ate the hotel most of the day and night. A nice bakery just beside the hotel and have nice food. A wallgreens just next block after the river and 5 min walk from magnificent mile.",5
Stephanie M,Weekend trip to Chicago,"We spent two evenings here, it is a great location for walking around Chicago. I would ask for a room facing the front of the hotel. This is co-located with the Club Quarters Hotel (one on each side). They have a nice Happy Hour get together for the guests. Fresh water station on each floor, comfortable rooms, but somewhat small. It worked great for two of us. I would stay here again.",3
marylr2015,Wonderful family getaway,"We were here only one night but the room made it very memorable. The top floors only have a few room and the views are incredible. The neighboring hotel was being picketed by noisy, kind of obnoxious, hotel union folks who were making enough noise we heard them in the morning and we were 30plus stories high. Despite that noisy inconvenience beyond the River Hotel’s control- we had a great time! The lobby bar had good drinks and really good wings! The bed was very comfy and everything clean and fresh. The staff were great and very helpful and friendly. We would recommend to any couples!",3
DJW41,"Great location, friendly staff!",This boutique hotel was excellent. The staff was very friendly and accommodating. The rooms were very clean and comfortable. The train is a few blocks away and it takes you right to the airport. This was great because the traffic to the airport is terrible. Will definitely staff here again next time in downtown Chicago.,5
RealtOr30,Great Location!,I love the river hotel! The location is perfect and centrally located. The views are amazing. The price is very reasonable. Staff are great and make the stay much easier and so wonderful. I won’t stay anywhere else in Chicago!,5
Heather N,Comic con,"My parents and my daughters and I stayed for 3 nights. The location was fantastic! Directly across the street from the River and a block away from miracle mile. The room was WONDERFUL. We had 3 separate areas. One with a king bed and TV and one with a queen bed and tv and then a sitting area with a TV and queen sleeper sofa. There were also 2 separate baths, a small kitchen and eating area. The beds were comfortable, the bathrooms were roomy. It was lovely and I would definitely stay again",3
Anybody1970,Great stay,"Spent a weekend at the River Hotel and thought it was great. Hotel was clean with classic old school hotel look. The staff was fantastic. Rooms were small (typical of older city hotels) and there isn't a hotel bar, but there's plenty of places nearby. Overall, great hotel choice and I would definitely stay at the River Hotel when I'm back in Chicago.",2
mmtomato,"Tiny rooms, slow elevator","Boutique hotel across from the River walk and close to many of Chicago’s attractions. Helpful staff, our room wasn’t ready at the guaranteed time so we got upgraded, without even asking. Nice room with tv, coffee and toiletries. On the 2nd floor there are snacks and complimentary wine at happy hour. Enjoyed our stay and check out was fast! Reasonably priced rooms.",1
Ann M,Central Location,"Came in town for the ACE comic con, the room was clean and nice, had some trouble with the smart tv but they were very prompt in resolving it. Walking distance of the Magnificent Mile and Navy Pier. Food from restaurant was delicious.",3
ImASatisfiedGuest,Great Location & Views,"It was perfect, clean, a good size, great location and the people were very very helpful, friendly and nice! The two bathrooms were a great luxury we needed for the five people staying there! It was excellent!",4
Chinse T,Perfect location,"The rooms are tiny, the decor is spartan, and the elevator service is frustratingly slow. We left after one night, never to return. Location is good, and price was low, but there are better options. Trip Advisor is asking for additional characters in the description, but the above accurately covers our poor experience at this property.",5
Sharon W,Great Staff,This hotel is in the heart of Chicago with all the main attractions within walking distance of the hotel. Check in was quick and staff were helpful and friendly. The room was slightly small but the bed was very comfortable and the shower was big with strong power and hot water. On Floor 2 tea/coffee and soft drinks were readily available and wine was on offer from 5-6pm daily. Each floor has reusable water bottles and cool water which was needed in the hot weather. My highlight of the hotel was returning home with clean laundry following the free use of a washing and drying machine!,3
satsb007,Extremely disappointing,"In March, Chicago was near freezing but staying here was hot. The location was amazing, the front desk staff were very personable, the onsite fitness room was great and the views were delightful during sunrise and sunset. If I were looking to splurge. I’d certainly stay here again.",3
Heather H,Weekend Birthday Trip,This hotel was the perfect location for my short stay. The staff were friendly and helpful. They gave me a room with the river view and held my luggage after I had checked out. I would stay here again.,5
love2live2913,Great location,"Great clean room for an overnight stay, perfect location to House of Blues and great restaurants. We always check for availability at this hotel first when going downtown for an overnight stay in Chicago.",5
Johan R,"Outstanding location, great staff!","Room over priced, restaurant was the worst ever: sparkling wine was flat, bruchetta was not served the way you should and did not have basil, salmon was old and seriously overcooked, service was pathetic.",3
Chad R,Location Location Location,"My Fiancé has an upcoming birthday, so we decided to plan a fun Chicago getaway for the weekend. We loved staying at the River Hotel! Every employee was incredibly kind and helpful. The restaurant food is top notch as well. The room was very clean and comfortable. On top of that, we had a fantastic view of the river! Thank you to everyone at the River Hotel for helping to make our stay so wonderful!",2
Liz17601,Great location!,"Love the location, close to the bars, great views. Staff is always very nice and willing to help with anything. The restaurant downstairs is awesome. Free wine, free snacks are a great bonus. Overall satisfied with both locations.",1
phred0069,Security Alert,This hotel has a superb location right on the Chicago river. We had a room on the 23rd floor which had a nice view of the city. The only negative would be the room doors which are not very soundproof.,3
travelingal12,Loved this hotel..when I finally found it!,"The misses and I were just in Chicago for a quick weekend and could not have been happier with the River Hotel. We just needed a bed and wanted to be able to get around downtown as easily as possible. From check-in to check-out (and baggage hold) it was just what we needed. Super easy in-out off of Wacker, on the river, a block to Michigan Ave, a block to all major bus lines. It is a great home base for a quick trip. *Bonus points for the free bottled water*",4
Connector72007,US holidays,Great location! Got the one bedroom suite and it was HUGE. Staff was friendly and attentive. Room was clean and I couldn't hear anything from next door. Restaurant downstairs was also convenient. Will definitely be returning.,5
Brenda B,Decent room but a bit on the small side,"It sucks because the hotel itself was fine...Rooms were perfect. Location was perfect. But the staff...please lock your valuables inside. My bags were both ransacked and items were missing. Only ppl who accessed my room were me, my other half and room attendant. This was verified by the hotel staff themselves. They tried to make me feel stupid. No room safes. Please do not leave things in room!!!",3
bgibson198d,FIRST-CLASS!,"We walked from the train stain, and got to West Wacker easily. I thought going in a straight line would lead you to East Wacker- no so. It leads to East Wacker BLVD! Finally found it, and it's in the same location as the Club Quarters Hotel, you just take the right elevators instead of the left ones. After getting in our room, we found it was everything we wanted except for the kitchenette had no cutlery or dishes. I understand that comes with a room with a kitchen (not a kitchenette). So they responded quickly and brought what we required, but then had to ask for dish soap and a sponge...Aside from that, it's a beautiful, clean a comfortable place to stay and central to everything.",3
Karuna_AE,Perfect location,"Big thumbs up. This hotel had it all. Highly recommend. Perfect location, service, comfort & price met all expectations. Staff was very helpful and local knowledge of the area was great. Will definitely stay again.",5
Curiosity812005,Awesome weekend getaway!,"Great location. Right in the heart of the city. A decent room and clean but a bit on the small side for the price. There is quite a wait for the elevator at times but on a positive note, they do have their own valet parking there which is helpful.",5
Joe F,"Great Location, but......","Amazing. Staff was BEYOND helpful. Friendly, courteous, you name it. Right in the middle of it all, my wife and I didn't want to leave. Room was cozy, nice big TV to watch college football in our limited down time. We can't wait to come back!",3
Christoph R,location,1. Took the CTA from the airport and the hotel is walking distance from the blue line station 2. Right on the river and opens up to stunning views of downtown 3. Walking distance to all eating places 4. Really good food in their own restaurant 5. We were allowed to check in early at no extra cost 6. Good size of the room 7. Fast WiFi No complaints!,2
Chainey47nz,Great Location,"I stayed here for a weekend with one of my friends & really enjoyed this hotel! I would definitely stay here again & really recommend it! This hotel is in the PERFECT location! Right on the river, close to magnificent mile & just blocks away from the “L” & great restaurants! Also had great views of the river from our room! The rooms are small, but I don’t really spend much time in the rooms, so that was no problem! Also, Pedro the receptionist was awesome! We arrived early morning before check in time, & to check into room early, it cost $50, but since we weren’t sure on what to do, he let us check in early to our room free of charge! Really appreciate the customer service from him! Can’t wait to stay here again!",1
TribalVal,Right in the heart of Chicago!,"You will see in many reviews of this hotel saying that it has a great location. It is true. In fact, it maybe in one of the best location in downtown Chicago. Centrally located between Grant Park and the start of the magnificent mile. Across the street from the River, 1/2 block from Michigan Ave, 6 blocks from the lake, and 6 blocks from the L. BTW - the staff was great, room / hotel clean and well maintained. Also, happy hour and snacks. However, the rooms are small. I would not recommend if you are trying to put your family in one room. If you do not mind a small room then this is a great value for one of the best locations in Chicago.",3
vaughanterri,Great location,"the rooms are very small. everything else is excellent. free chilled water on every floor, internet is fast, lots of power outlets for charging your devices, premium location, friendly staff, cleanliness ... really a good choice",4
Jamie S,Great Location in Chicago Near the River Walk,"Stayed at hotel with my partner. Great location close to river, city centre, millennium park. Check was easy, staff friendly.Room was smaller than anticipated but it was clean, tidy and comfortable. Would stay there again.",5
Ruth K,Great location-river view a plus-friendly and helpful staff,"The reservation promissed a queen bed which does not exist for double rooms and had to pay extra for a suite. After an awful first night in an extremely uncomfortable bed. The suite was better and thanks to the excellent attention and service from Pedro at reception. As good as Pedro was at his job, rarely have we seen a less helpful and rude hotel receptionist than Diego. He did not even bother to check if our room was taken when we requested a late check out. Given we had stayed 3 nights in the hotel and upgraded to a suite, he simply said we would have to pay $ 30 for a late check out and even more if we wanted to stay beyond 2 pm. He seemed to enjoy giving the bad news and smiled sardonically. All we wanted was an extra 1 hour! The hotel itself is excellently located and",3
bangbang-one,Tremendous Experience,"Would stay again & would recommend great location we walked to Millennial park, close to river front activities. Close to Train station close to Garrets for popcorn & Giordano's famous pizza YUM!!Its nice they also offer free water bottles to fill & reuse on each floor.They have free snacks on the second floor & complimentary wine in evening.",3
Sarah J,"Great location, big space, amazing pizza place attached","I stayed at the River Hotel with my Wife, Mother, and Aunt. We all enjoyed our stay. The room was spacious, had a fridge, and they even include a water dispenser with bottles outside the elevator which was a nice touch. The staff was friendly and accommodating. They also provide a wine happy hour where they provide free glasses of wine so the guests can mingle with one another. We stayed here mainly for the location to Millennium Park(10 min walk) and the River Walk(Steps away). I would recommend staying here!",5
Lauranorthshore,Perfect location,"Great location-view of Chicago river from corner windows was worth every penny! A plus was the sidewalk restaurant, the near location for tour bus pickup for seeing all of Chicago, and the river walk.",5
Antony G,Great Location to get to everything this Amazing City has to offer,"We arrived at the hotel at 10am intending to drop off our bags and hit the streets to shop before seeing Hamilton but were extremely surprised to be able to check into our room early...and they waived the early check-in fee as I had posted a ""like"" on facebook! We booked the two bedroom suite and it was great...separate bedrooms (with a sliding door) and 2 1/2 bathrooms. Large, clean and the new TV's were great! Location was close to everything - CIBC theater, Navy Pier, Michigan Ave shopping, everything Chicago can offer! Elevators were fast. Staff was friendly and helpful. Free water and wine...what more could you ask..all at a great rate!",3
Alison H,Great hotel,"The hotel were helpful pre booking to clarify which room type would be best, the room was great, the bathrooms more than adequate, the space was great for us as a family, not sure it would suit two couples as no doors separating the spaces (apart from bathrooms) The location was incredible, right opposite Trump tower and perfect for walking to almost everywhere we needed. The building is very narrow and tall so understandable that there was very little natural light, but we were really only there for sleeping so wasn't an issue. the lift isn’t not the quickest. The refreshments on second floor were handy, not the biggest choice, but coffee and fruit available, wasn't told about this on check in so didn’t discover it for a few days. LOVED the water bottles and filling station by",2
Janesays_11,Great,Stayed here for 2 nights. Absolutely amazing. Free wine tasting from 5pm and nibbles available all day. On your room level they have free water bottles which you can fill with filtered water - great idea and should be implemented everywhere. Lobby where you check in was more like a small room which I wasn’t sure if that’s where you check in. Overall I would highly recommend this place and would stay again,1
Brian P,Awesome hotel location.,"Centrally located in downtown. Easy to access trains, taxis, kayaks, or just walk around. Everything this amazing city has to offer is at your fingertips. The new Riverwalk area is across the street. The only issue is looking at the Trump sign across the street.",3
Julie Duffy,Awesome!,"From the time we check in nothing was a problem,we were early and were prepared to leave our bags. Our room was ready and they were happy for us to book in. Snacks and hot and cold drinks on 2 floor no charge,guest laundry no charge everything about this hotel is for the travelers.",4
Alvaro Joao P,Location perfect.,Really enjoyed this hotel. Let bed the cement spires that hung over our windows- in picture. Bed and pillows very comfortable. Room is super quiet. Couldn’t hear a peep from the hallway and we were right next to the elevator on the 6th floor. Hallways have purified water and bottles there to refill. Staff does a free wine and snacks time at 5 pm. There is also an espresso machine on the 2nd floor that appears to be self service and free. Yoga mat and exercise bands in the room and fitness videos available on TV. Needed maintenance to come up Cuz we thought the fridge was broken and he came up immediately and was super nice about it. It just wasn’t plugged in. We learned on the architecture tour (highly recommend after dark) that this bldg was constructed in 1928 and is the,5
mfjayhawk,Misleading Website Offer,We stayed the weekend at the River Hotel and could not have been happier. The staff at the front desk was amazing. They provided us with coupons for a free appetizer or dessert at Lou Malnati’s. They also provided some great recommendations for breakfast. The room was great. It was a little small but all Chicago rooms are small. It was clean and had a great view of the river and the Trump building across the river. The bed was comfortable. The location was close to all the downtown attractions with a big bus double decker bu stop right across the street.,3
hazboy66,Wonderful experience at the River Hotel,"We were in Chicago for a long weekend and stayed at the River Hotel, which is very convenient to many attractions. Our room was clean, the bed was comfortable and the staff was very friendly and responsive to our needs. We would stay there again if we ever go back to the Windy City!",3
bettylouwarmington,Size Matters,"For our purposes, the location was perfect. All of the city's main attractions were just a few blocks from the hotel. Ideal for people who like to walk to know the place. Nearby you will find options for quick meals and also good options for enjoying the walks beside the river.",5
JasonNewf1973,Great Location!,"Just a quick FYI. I made a 3 night reservation for this hotel on the hotel direct website and was teased with the offer of a free room upgrade. I clicked to accept the offer and was told it would be added following reservation. Made the reservation and got the upgrade offer stating I would be upgraded after I added my travel plans to my social media. I don't do much social media and would never post planned out of town travel there so I called the hotel and was informed without the social media post I would not get the room upgrade. I cancelled the reservation. You may not find this offer a problem, but I didn't like additional conditions added after the fact or that I would announce to everyone my home is empty during my trip.",5
Katie K,Family weekend at Loyola,"We checked in for one night stay and asked for a 1pm check in (normal check-in is 3pm) and Pedro at the front desk was more than helpful. Besides being friendly and helpful about nearby attractions, he gave us a complimentary upgrade, which landed being the room on the 41st floor....and also the only room AND the highest room in the hotel. The top four floors are in a tower which give a 360 degree view of the entire area. The views are breathtaking up there. The entire staff was so helpful and courteous. They have valet parking (prices are comparable to other hotel in downtown Chicago) and you are about a 20-30 minute from the Navy Pier, Millennium Park and the John Hancock Center. There is a restaurant on the ground floor but if you just want a coffee and some fruit or a",3
Lisa L,Friendly staff and Conveniently located,A lovely hotel with very friendly and accommodating staff. We were disappointed in the size of the room/bed. We booked a Queen room and were given a 3/4 bed. The hotel is in excellent proximity to al tourist hot spots.,2
liv2luv,Disappointed - can’t recommend,"Room was adequate for two people, and the view from the 23rd floor was unbelievable! There are snacks provided all day in the lounge area, they also serve wine at 5:00pm for guests! A very nice hotel :)",1
Joe P,Lollapalooza Trip Review,"My daughter and I stayed here for family weekend at loyola. It's close to the red line that loyola is off of and close to everything you need. Great little hotel. Nice service. Close to the river. Personal service, which is different frim the larger hotels. We didn't eat here, but heard people are very pleased with the restaurant. The rooms are definitely what I would call ""Chicago city rooms"", smaller, but perfect for what we needed. I would definitely stay there again.",3
MITravelFam,Great Location. Ok hotel.,"Arrived at the hotel at 2 pm. Our first trip to Chicago so we were a bit anxious. With GPS, hotel was easy enough to find. As we pulled up, Valet was there to guide us and help us with our luggage. Valet parking was $50+ per day. We had them secure our vehicle for two days. Expensive but I guess, necessary. Check in was quick, staff was friendly and helpful. They were able to get us in our room right away even though check in was at 3 pm. Location of the hotel is very convenient. Everything was in walking distance, including popular attractions, museums, restaurants and bars. Our room was small but adequate for the two of us. NO view, I asked if any room with view were available but none was. Room was clean and quiet. Extra pillows were provided right away when I requested for",4
buzmar86,close to everything,"The location at the river, steps from Riverwalk and walking distance to the Loop, Magnificent Mile and River North, is about the only redeeming quality. Check-in quality was inconsistent, with my agent failing to inform me of the features of the hotel such as the gym, wine hour and coffee/snacks on the 2d floor, but I overheard the other agent briefing another guest. The old and small elevators in the old building take forever to service 41 floors. I did not expect a river view but the “city view” from my 17th floor room was more like “frat row view” consisting of empty beer bottles on a ledge. The yoga mat in the closet was a nice touch but the room was so small it was impossible to work out without lifting furniture on the bed. Linens were plush, bed was comfortable and the",5
polit69,Chi town vacation,"We stayed in the Double Suite at the River hotel during Lollapalooza, and it couldn't have been a more enjoyable stay. Pedro at the front desk was incredibly helpful, and the entire experience was amazing, I'll definitely stay next year.",3
Mary-Ellen T,Summer Trip,"The hotel was located in a central spot close to Michigan Ave., the river, the lake, and many attractions. The rooms were very small, with very tight bathrooms. Especially compared to other Chicago properties. There was a small snack at breakfast - granola bars and fruit. Check in and check out were a little slow.",3
Claudia Alexand... F,Just perfect,"great location near the waterway. close to everything. you can walk to all the attractions. good food around the corner . the restaurant has excellent food. Room was a little small, but you do not go on vacation to stay in the room. The room has clean , efficient, and had great views. The room was perfect for our travels",5
