Reviewer,Title,Review,Rating
KohAWL,Guests are at their heart of Service Excellence!,"Let me first start by telling you how I found this hotel. On trip advisor, I sort hotels in Singapore by review rating. Then I sieve out those that are above SG$300. Voila. There she is, Hotel Indigo. Affordable, yet highly rated. If it wasn't for its size, it'd probably beat out large expensive hotels in fame. I haven't stayed in many hotels, but I've stayed at enough to know quality. THIS hotel, my friends, deserves your stay. The hotel itself looks new, both inside and out. Everything is shiny and clean, but it's a little small. Service is excellent. Check in and out, room service, extra requests. All were met with efficiency and quality. How much ARE you paying your staff for such quality Hotel Indigo? And yet the rooms are affordable?! Impossible. Yet here we are. The",5
Kalindi D,Peranakan!,"Staying here just gets better and better. It always feels like I'm coming home. Room Service has improved tremendously over these few mths, fast and in point. Beds are such a delight, we practically stayed in it the whole break. Shout out to my fav girl at the restaurant. She is such a delightful girl. I'm glad to be an IHG member and hope to be back soon at Indigo.",5
fredgolding,Great spot,"The hotel was recommended by my best friend as she recently had her staycation at the hotel. The hotel was tastefully decorated and furnished, from the hotel lobby to the room. The focus on the Peranakan culture was just nice. The only downside is that the entrance to the hotel lobby could be easily missed as it is “hidden” from the main road. The room was cosy and had a pair of clogs and carrom table. The toilet had a few “vintage” items like a plastic string chair, complimentary White Rabbit Hard candy sweets and the basin converted from a Singer sewing machine which added to the charm. The infinity pool overlooks the Katong neighbourhood. The day and night views were amazing! The restaurant, Baba Chew, serves pretty authentic Peranakan food too. There are many cafes,",4
Lasse23,Great place to stay,"It was probably my 6th visit to the hotel once again. The excellent service, hospitality, hygiene and comfort are major reasons why I returned repeatedly. As we know, the month of December is often the peak period of travels. As such, it is inevitable that the hotel has high occupancy and miscommunication may occur every now and then. However, the hotel staff were quick in rectifying the problem with outstanding professionalism and service. In particular, Hidayah rendered her utmost support and assistance at the front desk, facilitating the quick resolution to the issue. I was definitely impressed by how the issue was resolved, and definitely how positive the customer service was maintained and how they really show how every guest is their priority all the time. Furthermore,",5
Gordon M,Uniquely decorated new hotel,"A lovely clean hotel in the east with cheerful staff. I stayed here for 5 days with my husband and thoroughly enjoyed my stay. The location is very convenient as there are bus-stops within less than 50 meters! There is a taxi stand in the mall next to the hotel (I12 Katong). Also there are plenty of hip eating joints to suit every taste bud and pocket! Lots of shopping options too! The rooms are large and differently designed, toilet and bathing areas are separate. It is very tastefully decorated and is very clean as it is new and hope that it stays this way. The swimming pool area is large and I loved it ..nice views, lots of breeze and was very relaxing. The staff was always very cheerful and helpful. The rooms are cleaned once a day, on the first day we had an extremely good",5
shilllashillla,Lovely boutique hotel,Beautifully appointed rooms with a fabulous view. The mini bar us great also . The swimming pool has great views and is located on the rooftop I would recommend this hotel for its price it's great value for money I will return,5
Lw2Lng,over-rated,"We stayed here for two nights en route to Bali-and liked it from the moment we stepped in. The hotel met all of our expectations. Staff were great throughout our stay, the room spacious and lovely decorated, the bed comfortable. Everyone was not only efficient (the way you would expect it to be in Singapore) but welcoming and attentive. We had a nice room on the 13th floor and were surprised by it’s big size (considering how much of a premium space is in a city like Singapore). Furthermore, they really did a good job blending in the traditional Perankan heritage style into the room’s modern comfort. The complimentary mobile phone provided came more than handy as it made navigation around the city very easy if you don’t have any local data. The Indigo might not be cheap if",5
FFM9,Funky hotel in a vibrant hood,"The rooms are spacious and are uniquely decorated with eclectic furnishings. A super comfortable firm bed, nice shower, foot bath and fixings provided, and a complimentary smart phone to use when you're 'out and about'. We opted for the breakfast which we thoroughly enjoyed and would highly recommend. Staff are friendly and energetic, a joy to be around.",5
PeeGadget,What a delightful surprise!,"Lovely boutique hotel with peranakan theme. Near airport and shopping centre. Booked the room with bathtub. Overlooking the neighbourhood. Nice infinity pool. From the rooftop pool you can see the co trial tower of changi airport, Singapore post, ecp as well as the city area! Hotel breakfast was really good and amazing. The staffs were so nice and approachable. No complaints so far. There's a 24 gym too!",5
novita77,Away from the main tourist belt ....,"If you think having a good night’s rest and a delightful stay is defined by : 1. the audible and incessant sound of the air-conditioner thermostat switching on and off , throughout the night : 2. unsecured curtains dangling 3. constant water dripping in the shower 4. room furnishings that carry ‘hidden pricetags’ 5. furniture ‘obstacles’ guaranteed to trip you at night ... then Hotel Indigo Katong is the hotel for you. p/s : parking is ‘complimentary daily’-a deceptively generous perk, that requires clarification - ideal check in procedure for a weary traveller",5
TJSing2008,Perfect for hosting people,"The hotel is brand new and located in one of the must see historical neighbourhoods of Singapore, lined up with old chinese houses, restaurants and stores. All rooms are identical, some facing the city view and Katong historical houses. This hotel and its rooms are all about embedding you in the local history, culture and architecture, more than being just ""another hotel"". Rooms are filled with colourful and funky furniture, even an old closet filled with antique China and pictures from the nearby historical houses are all over the hotel walls. The hotel theme is clear. The rooms are build like the Chinese traditional houses in Singapore, narrow and long, no worries there is plenty space, but it has indeed an interesting design, with all the spaces being one after the other,",5
Karjanmed,Good one but not very functional,"This was my first time staying at an Indigo property and I was pleasantly surprised. The hotel was beautifully designed, clean and the Deluxe room was spacious. The room I was provided was an adjoining room. My neighbours were quite loud and all of their conversations travelled freely through the closed adjoining room door. I phoned the front desk and they were very helpful. They spoke with the neighbours and when that didn’t help they immediately offered to change my room. They were very apologetic and the next day checked in on me, provided me with a handwritten apology note and a plate of lovely chocolates. To me that is customer service at its best. The follow up on my concern made my stay a ten out of ten. The other notable item about this hotel is their attention to",5
tgiaa01112016,"Nice breakfast, room is bit too colorful","Positive : Spacious room, next door to a shopping mall, roof top swimming pool with overlooking katong, Baba Chew restaurant lunch menu very good value for money Jennifer (Room director) Scott is very chatty and always smiling. She is also very accommodating when I asked a late check out for my husband (we left Singapore on separate days and separate flights). Negative : No MRT station nearby. Singapore taxis is very reliable and not expensive so we use taxis most of the time during this stay.",4
MrPhileasF,Great and relaxing,"This week we have hosted 3 friends who were in town for a few days. Our condo is too small, so we wanted somewhere funky, modern and convenient. Indigo ticked all the boxes. They loved the location, and it’s closeness to good food and great coffee, the rooftop was perfect for relaxing and catching up on emails, and the breakfasts had a great range and were delicious. The rooms all had city views, and the floor to ceiling windows and eclectic decor made it a great place to relax. The staff were helpful, and check in and check out were all quick and effortless.",5
Scenic730800,"Nice hotel, quick service and quite neighborhood","If you are looking to come in, crash and have and early breakfast and then boot out, there is holiday inn next door. If you are looking to spend more time in the room(in the evenings) and combine that with good service, indigo is up there. Good location and there are quite a bit eatery out there within couple mins walk. I dont recommend the in house restaurant..kinda off expensive with limited choice. Overall a good hotel.",5
Tony B,Trendy Hotel,Mix feeling when it comes to hotel staff. Most receptionists are very friendly but a few are extremely standoffish. The room is very..vibrant with furniture in place that serves no purpose but taking up room. The pool is very nice and there is not that many people. Breakfast is excellent with a-la-carte menu that changes everyday. No big problem but for the price i probably will just stay in the orchard rode area.,5
Wella Murda,Fabulous Hotel and Lovely Room,"If you have a stopover in Singapore or you just want to relax, then skip downtown and head for Hotel Indigo Katong Singapore, it's only a 15 minute ride from the airport and it is a more local part of town and you can still find plenty of shopping and good restaurants close by the hotel. The hotel is like most in the Indigo brand aesthetically pleasing with lots small touches of grandeur. The lobby is nice and open with Chinese colour themes and on the roof there is a big infinity pool as well as a nice sundeck and a sizable gym with several machines and various equipments. The rooms are very well planned and with nice touches as a Chinese foot bath and Chinese pottery. The room is also equipped with Handy, the personal assistant, and handles all the modern life gadget issues.",5
Stephen W,Lovely hotel,"This my 3rd times come to Singapore, and I preffered to stay in Katong for my first day. Cause I love their neighborhood, nice and quite. I love this hotel as love as this neighborhood. One of my preferences wasn't fulfilled by this hotel, I would like to stay in room close to the elevator. Due to I would love doing more activities in this area such a like food, shops, gym etcetera. Good credit to Tiffany as our neighborhood host. Thanks for your service.",5
Majewel1987,Quiet part of SIngapore,"This was my second stay at the Hotel Indigo. Again I chose it based on the style of the hotel and the location in Katong. It is close to the airport, and only a short taxi ride into the city centre, but is away from the hustle and bustle of the city. Like all Indigo Hotels,the style is a little quirky and different which is great when you spend a lot of time in chain hotels. The pool and gym facilities are excellent and the staff really friendly. Their is a restaurant attached to the hotel, but I would not classify it as a bar, but there are plenty of options within walking distance. Will certainly use on my next trip to Singapore.",5
RMHMT,Great boutique hotel,"This is the first time my friend and I come to singapore. We booked this hotel with type premier king bed with bathtub. The amazing thing when we go inside the room, we were very impressed. Design the room was unique, has the restroom beautifully with city view and they offered a lot of complimentary. This hotel has awesome infinity pool, we very enjoyed and could be took a photo with amazing view. Tomorrow morning we have breakfast on the first floor, the staff was friendly for welcoming to us. Over all We were happy stay in Indigo Hotel (fabulous hotel) But we have problems goes to MRT, its so far from this hotel. We should used bus to MRT.",5
Ryandall,Wonderful stay at beautifully decorated boutique hotel!,Had a really lovely stay in touch his hotel. We got drinks at reception to greet us and the staff were brilliant throughout. Really enjoyed the infinity pool. Our room was very well decked out with everything. One thing I didn't like was the 9am knock on the door to ask if we had laundry.,5
patiencedumoulin,Beautiful boutique rooms,"Hotel is a little small but great and very clean Pool is warm at night and it's open until 10 pm A little far from MRT but very close to bus station Very nice spacious room :) Comfortable beds, they have a phone that has internet that you can bring outside.",5
martarchitex54,"Friendly, good location, eclectic interiors","We stayed twice here, on our way over and back from Europe. Both stays were very pleasant. The staff were excellent and obliging, and were very attentive to detail. Katong was away from the centre of the city, but it was relaxing and not crowded. There were plenty of quality places to eat. The rooms were comfortable and well appointed, and we were given an upgrade on the trip over. The pool was also excellent. Overall a very good experience.",4
255057Anne_Marie,Comfortable with great service,"We initially booked a room at their sister hotel Holiday Inn Express for a staycation but were upgraded to Hotel Indigo because of a minor miscomm. And what a pleasant upgrade it was! The rooms and decor of this peranakanish themed hotel were just superb! The included breakfast was wonderful too! All in all, a very pleasant and relaxing stay!",5
Lunar C,AMAZING HOTEL,"Very friendly, professional staff who stored our luggage in the morning and let us check in a few hours early. The rooms themselves are beautiful and well-equipped. Even though it's a little distance from the city centre, there are lots of places to eat next to the hotel and on the street just in front. If you have a car, they can give you a voucher for the carpark right next door, and from the hotel it's only a short drive to the city atractions.",5
emp e,"Interesting location, friendly staff, comfortable","Located half way from Changi airport to the CBD and close to shops, bars and Parkway Parade shopping mall, this hotel, adjacent to Holiday Inn Express is well positioned. The rooftop pool has a great view and the rooms are localised as part of the Indigo Brands genus loci neighbourhood experience. Staff are very helpful. We keep returning to this hotel and are never disappointed for the value.",5
Wira Atmaja,"Cool Hotel, Great Design","I thoroughly enjoyed my stay at the Indigo. The room was well appointed with comfortable beds, generous shower area and good coffee and tea facilities. We had asked for a quiet room and generally the room met those requirements. The breakfast was wonderful, with fresh produce and enough variety. I also took advantage of the swimming pool which was well maintained with a great view of the city area. The hotel is also not far from the airport or the city though there is no MRT nearby. I would stay here again.",5
Samuel M,A nice boutique hotel located in a place with lots of heritage,Me and my best friend from aus come to singapore to celebrate my late bday. And that was amazing trip because I found one more favorite place I wanna live. I am really love open space. Design of this place so amazing . I would love I have same like this in my house. I am sure will stay here again if I have chance to come back Singapore At this time I dont have much time to try all service here but for sure next time I will try all of that. Great jobs,5
Tim B,Highly recommended,"Highlights included comfortable beds, a very good breakfast at the adjoining restaurant, friendly staff, an interesting neighbourhood with buildings and shops that reflect the diverse cultural heritage of Singapore and proximity to the airport if you are only visiting for a short while. There is no MRT station nearby. The Gardens by the Bay are a relatively short taxi ride away and there is a shopping mall with eateries and supermarket very close by at 112 Katong. My only quibble is that having asked for a room in a quiet location we were assigned a room next to an adjoining room. Fortunately this was only occupied for a few hours after our arrival, during which time we could hear our neighbour sneezing. It would have been a problem if the room had remained occupied for the",5
thefivefoottraveler,Most Comfortable Hotel Beds!,"Nice view Hotel at Katong Area. I like the Design, very cool with infinity pool at roof top area. Recomended hotel if you will holiday in singapore. Near from Airport just 15 minutes with taxi. And thanks to Jenifer for the best service.",5
Beatrizgv,The best night,"I booked a one night at this hotel celebrating my wedding anniversary with my wife. We decided on hotel Indigo as it was one of the newer hotels in the vicinity and the fact that it is a boutique hotel. Check in was relatively smooth, the offering of a welcome drink was nice especially given that singapore's weather can be very hot and humid. My wife and I were ushered to the lift after check in and given a short run through of the hotel's facilities. The design of the whole interior of the hotel has a strong peranakan influence. The rooms were filled with furniture which reminded me of Singapore in the 50s and 60s. The hotel reflected the nonya heritage that the location is known for-katong. I personally found the feel of the room to be a bit ostentatious with the paintings",5
Bikene L,Perfect hotel,We had a fabulous stay at Indigo Singapore. The hotel is beautifully decorated in Asia Art Deco. All the staff are very friendly and welcoming. We had a superior room facing out over the Katong neighbourhood and the view was amazing. The showers are spacious with fixed and removable shower heads. The king bed was very comfortable. The room was very quiet with only minimal noise from the next room and corridor. The rooftop infinity pool is fantastic. Breakfast was in the restaurant in front of the hotel and is very delicious with east and west food options. Regular buses to everywhere in SG are 100 meters walk. Parkway centre is about 5 min walk. A lot of great restaurants right across the road. Highly recommend for business or leisure stay. Good for kids too.,5
ferrisgirl,Fabulous hotel,"I think that I could honestly talk about my love for Hotel Indigo Singapore Katong all day long. From the moment I walked in and took a look around, it instantly felt like home. The lobby was full of light and color, and I was mesmerized by (what I learned was) the Peranakan culture. After being offered a tasty iced coffee at check-in, I made my way up to the room on the 13th floor. When I entered my room, I honestly felt like I was entering a movie set because it was just SO colorful (and right up my alley!). Take all this color and historical significance, and pair it with one of the most comfortable hotel beds I’ve ever experienced, and let me tell you… it’s difficult to pry yourself away! When I finally managed to make it downstairs, there was an amazing a la carte",4
YorkshireSqueeky,Outstanding,"We spend the last day of our stay in Singapore in this hotel and I need to tell that was the best option, good staff, the hotel is just amazing, he decoration, the rooms, the views... the swimming pool very good and the best part was the breakfast, I think was one of the best in my life. If you are going to Singapore, no doubt, this is the best hotel and the location is so good.",5
Swimsteve,A unique boutique hotel that captures some of Singapore's lively heritage,Hotel Indigo a gem in the eastern part of Singapore . Rooms have a Peranakan theme and very homely Breakfast is a breeze and everything about this hotel is wonderful and would definitely come back again to stay. Prices are reasonable as well,5
tree5,Good Location in a lovely neighbourbood,"We spent a night here en route back from Europe - knowing we were arriving at 6am we booked the night before as well so we could go to bed straight away. All was ready when we arrived - very friendly reception staff and a gorgeous design throughout the hotel. Our room had a great view on the 8th floor, beautiful decor and a huge comfortable bed. Loved all the little touches - foot bowl and salts, traditional game, and clogs, power points where you need them and a toilet separate from the shower. Very spacious. The rooftop pool is smaller than it looks in the photos but not crowded and a nice place to wallow and look at the views. We loved the Katong area - no high rises and lots of cool shops and eateries - it was our first time there and we would like to spend more time there.",5
Travelling Kat,Chic Boutique Hotel,"Just had the most amazing four night stay at this hotel over the Christmas break. This is hands down the prettiest hotel and now my personal favourite in Singapore. Everything from check in, staff hospitality skills, the room..... oh my! The room!!! The most comfortable bed, absolute delight of a shower and so many lovely little touches including a cell phone to use during my stay. The entire hotel is beautifully decorated and frankly if you didn’t go outside you wouldn’t be disappointed! The rooftop infinity pool is superb... I can’t wait to come back and visit. Thankyou yo everyone who made my stay so lovely.",5
SeahKC,Quirky but Nice hotel,"I made a last minute decision to book a room here as I had stayed at another Indigo theme hotel two weeks earlier in Berlin and loved it. The hotel is built around an old colonial heritage police station and the lounge and rooms in particular reflect the culture, character and history of the surrounding neighborhood. As a photographer I was just so impressed with the colour and attention to detail in the rooms it had me entranced! Lots of cool stuff to look at and the shower opens out to floor to ceiling window glass to take in the view and there was a foot bowl with assorted, salts and creams to give your feet a soak! Only downside with my room was it lacked a proper deskspace/chair to put in some serious work on your laptop. As a regular lap swimmer the pool on the rooftop was",5
paulmurphy2017,Awesome place,"Booked this hotel for a weekend staycation. What attracted us at the very beginning is its just less than 15mins drive from Changi Airport. The hotel is tastefully decorated from the lobby to hotel rooms. We love the Peranakan design, which is so colorful and it makes us feel like we are in visiting a friend's home. Its located in a lovely neighbourhood, Katong/Joo Chiat where there are lots of eateries (from local to international, from cheap eat to classy restaurant). This area is full of expats around, so good coffee is available too if you dont like the local Kopi. Nearest MRT station are 2km away (paya lebar, eunos or dakota station). but we find it more convenient to hop on a local bus. bus stations are about 3 mins away and they connect you to almost every corner in",5
Navadon S,Improved,"Very modern, clean and cozy. Staff are friendly and accommodating. Rooms are avant-garde in design. Conveniently located in commercial area, around malls and restaurants. Easiest transport for us to get was Taxi, hotel can assist in flagging one down. Free sweets in the room. Designated smoking areas only.",5
SimonF64,Stay here!,Stayed here over the weekend with my wife. Booked the room via IHG and was given a premier room on the 14th floor upon checking in. Check in was a breeze and in no time I was in the room. Room was well appointed and all amenities well provided. Layout was different from most conventional hotel where the toilet and bathroom was separated at both ends of the room. Toilet near the entrance and the bath area at the other end. Facilities in the hotel was adequate with a well sized infinity pool which has a breathtaking view especially when night falls. Surrounding area has aplenty of restaurants and cafes therefore it's location is perfect especially for foodies and those who wants to explore the peranakan heritage area. Not to Marion a few malls within walking distance. On the,5
Divya K B,"Fun, quirky and pleasant",Great place Funky rooms with trendy furniture New fresh and clean Cleaned daily and nicely done Great views from rooms and rooftop Great rooftop pool clean Great staff very friendly What else do you need,5
rachel-natalie,delightfully quirky and well located,"Stayed a few nights for Business trip. I got upgraded to a room with bath tab (which was very good) and coffee machine (which was even better!). Room was quite new and convinience. Staff services were much improved from my previous visits. They handled a few small problems during this stay effectively and timely. Breakfast had not much choice to pick but daily rotating main disks were very good especially if you likes to get some flavour of Chinese-Malay food. Location was difficult if you plan to use MRT but if taxi is your main transport, it should be ok.",4
pv_3181,Design hotel with delightful quirks,"We stayed here for just two nights at the end of our SE Asia holiday and wished we had stayed when we had been in Singapore a few weeks beforehand. Without asking we were given an upgraded room with bath. The room itself was very spacious, clean, modern, with lots if extras - superior to the room we had stayed in at the more expensive One Farrer! Great looking roof pool although we did not have time to use it! We had a great breakfast in the restaurant next door - again superior to One Farrer. All the staff we came into contact with were very friendly and helpful. Although slightly outside of the main centre a $15 taxi gets you there in 15-20 minutes. The local area has some great shops and quaint bars & restaurants. When we visit Singapore again we will not need to waste time",5
Jhea J,Extraordinary Place to stay ❤️,"Located in the culturally-rich Katong area, Indigo has embraced all the aesthetic and hospitality that makes Singapore special. My room had a bright and great view of the city. Funnily enough, when I first checked in, they said they couldn't find my room but they immediately hooked me up with an upgrade at no extra cost. The room is spacious with quirky and interesting trinkets. Plus the up-to-date and traveller-friendly electronics and adapters are a HUGE plus.",5
ttpwzh,Decent Hotel in a good Location,"booked hotel indigo katong on a spur for a weekend staycay that very morning and rocked up in the east. conveniently located just off “eat street” and malls in a district that is rich in a blend of character and modern bohemian vibes. the hotel is not located close to any particular train line, but it is well connected by buses. and getting to the city centre would be a 20min bus ride. however given that this is a staycay, we didn’t want to travel anywhere else but to just explore the hood. the rooms are tastefully decorated with traditional peranakan items, the toiletries are artisanal and a joy to use, bed is comfy as and the perfect shower pressure and temperature. the rooftop area is a lovely area to hang out with a good view of the joo chiat housing and heritage area.",5
servation,Decent hotel in a great location,"We stayed for 4 nights and hope to visit again. From the foyer onwards, the colourful and traditionally-inspired designs are great fun. We were fortunate to be upgraded to a room with a freestanding tub - such a large room by any standards! The odd-numbered rooms look out onto the traditional shopfronts of East Coast Rd. Absolutely no traffic noise. Staff were friendly and helpful. The local neighbourhood is worth exploring. There's a trendy cafe/homewares and design centre about 300 metres along East Coast Rd (towards the airport), called DoubleJoy. And if you walk to Eunos MRT, you'll stroll past impressive homes and gardens. And across the street from the hotel is an excellent gelato shop! Oh, and the rooftop pool is as good as it looks. Arrive early for a shaded lounge. All",5
BarbaraandStephen,Funky and convenient,"We enjoyed staying in Hotel Indigo Katong, bed and pillow are so comfortable. It's a place of relaxation and you will see vibrant colors that are well combined. Furnitures are at it's finest, sink made up of Singer Machine 😍 Intricate design that are outstanding!",5
wood7indiana,"Nice hang out, not the best for work","A short family staycation during the long weekends and our 1st visit to this brand of hotel with 2 adults and a toddler. Few things for travellers to note: 1) Tried to ask for a late check-out on the 2nd day but was rejected and it seems that the the late checkout is not possible/ available at all 2) Location is good with access to the nearby malls. Get meals/ food at the nearby shop house restaurants and malls as there are more varieties.A 20 - 30 Mins walk to East Coast Park. 3) Nostalgic settings / decorations in the room and a huge bathtub, with the carrom board and seeds remind us of the good old days. 4) Nice view of the surroundings at the pool area 5) Restaurant A very packed restaurant at Baba Chews Bar and Eatery for the Breakfast buffet. A different",5
NomesR5,"Great views, lovely views and the pool was amazing!","Very quirky and busy interiors, but really reflect the neighbourhood of Katong. Some brill restaurants nearby, and the onsite restaurant does an excellent coffee. Coast is a short walk in one direction including shopping centres etc, and in the other direction is the bustling Geylang district. Would consider staying there again if we returned. Rooftop pool is fantastic, but way too busy with families whenever we went there. Service was very different to the other hotels we'd stayed at in Singapore (including other IHG properties), staff need to concentrate more on acknowledging guests passing through the foyer, and smiling at them *before* they finish whatever task they are doing.",5
Christian H,Great Hotel in Great Area,"We booked a room with a bathtub and it was in one of the top floors with city view. My husband thought the bath was too small but it is a round stone bath meant for you to sit in and be immersed in a deep bath experience which I loved. The room comes with free Nespresso coffee making facility, bespoke toiletries and bath salts! Ok so I didn't use the gaming table for games but what a great coffee table option. If you like the conventional sterile business hotel then this is not for you. Breakfast was great with daily specials. There are a couple of shopping malls close by and although not close to underground mtr, it was easy to get taxis from the 112 shopping mall next to the hotel. The buildings in katong are beautiful and lots of restaurants to choose from nearby.",5
Simi,Perfect stay in Singapore,"The Hotel Indigo is an eclectic hotel in a cool area of Singapore, surrounded by nice restaurants and a hip neighborhood. The rooms are decorated well with wall decorations, but furniture is aimed more toward tourists versus business travelers. The desk is a card table, office chair a wicker couch, lounge chair a plastic waterproof saucer. Nice to read a book, play games with kids; just not effective work place. Breakfast was limited, small fruit selection with choice of several hot dishes to order. Take advantage of the neighborhood with lots of local flavors.",5
jlin113,"An immersive cultural experience. Beautiful, chic property. Highly recommend!","Our deluxe king room had loads of character and lovely ambience. The bed and pillows were very comfortable, and I liked that the toilet and shower were separate. The breakfast at Baba Chews was simply the best I've had in Asia.",4
ScorpiusLeo,Nice Hotel Away From The City,"We had a very nice stay at Indigo Katong. Service was friendly, very welcoming and quick. Rooms are super nice with very comfortable bed. The pool on the roof-top is very clean and gives nice views over the colourful houses of Katong. We did not have breakfast. Lots of small Reataurants and shops in front of hotel - great hotel in great area!",5
Suresh018,Good service,"My boyfriend and I stayed in this beautiful Hotel for his birthday. I texted the hotel manager before we arrived there and requested the Hotel to arrange the room in a special way to surprise him. And they did! The Hotel Indigo Katong wrote a card for my boyfriend and they put some paper origami on the bed. Their friendliness made our stay a very special one. The room was spotlessly clean, the hotel including the pool and the gym area were in a very good shape. We would definetly stay here again and recommend this hotels for everybody who is looking for a great Hotel in Singapore. The feeling we got in this Hotel really gave us the chance to relax, recover and enjoy Singapore.",5
topgirljay,A Gem,"I stayed at Hotel Indigo Katong for 3 nights and enjoyed every minute -- almost didn't want to leave the room! (But you must walk around the neighborhood... it's a heritage town, so a lot of pre-war architecture). In the room, I loved the artwork, the colorful furniture, and the whimsical amenities that make you curious about Peranakan culture (such as wooden slippers, carrom board game pieces, and a ""Good Morning Towel""). The room definitely had a personality of its own and is unlike any I've ever stayed in. On the rooftop there is an infinity pool with panoramic views of the city. We did have lunch and breakfast at the restaurant Baba Chews and the food was absolutely wonderful... think I'm going to want Laksa for breakfast every day now! I highly recommend Hotel Indigo in",5
Elinor D,Brilliant Hotel,"Away from the city yet conveniently located near many nice cafes and restaurants. Walking distance to 112 Katong Mall and Parkway Parade and a less than 10 minute drive to East Coast Beach. Sumptuous breakfast spread, clean and cosy rooms and friendly staff plus a cool rooftop pool. Would go again.",5
Stefan K,Perfect Hotel,Rosa at katong indigo takes special care in serving breakfast at restaurant near reception. Good hotel with infinity pool. Overall good experience Nice rooms clean spacey Staff is courteous Quiet location Shopping areas within 5 minutes walk.,5
CarinaAndIvo,Beautiful Boutique Hotel,"This hotel is a real find. Bursting with personality, it cheers you up just to pull up in front of the place. From the vertical gardens, to the op art lift, and then on to those stunning bedrooms. So individual. So quirky and such fun. I felt good every time i entered. Lovely roof top pool and attentive staff. I so wanted to give this place 5 stars but i left an item of clothing behind and emailed to report. Not so much as a reply. Come on Indigo, you can do better than this. Its a minute to answer an email and is part of the customer relation experience.",5
jodwhy68,Beautiful!,"What a beautiful hotel - The attention to detail made by the Hotel Indigo brand team is brilliant! The rooms are Peranakan inspired and really reflect the traditions of Singapore, particularly the area around the Hotel in Katong and Joo Chiat. The room was very spacious and decoration was wonderful without compromising function and comfort 10/10. The facilities included with the hotel were also lovely, great infinity pool with a view and a good little gym. There were also sunset yoga classes advertised although we didn’t partake. Staff were very helpful and always friendly. In particular we had a very good experience on checking in. We arrived well before the official check in time, after landing in the morning, but staff made every effort to ensure we were comfortable in",5
Cabibti,Boutique at its best,"We really enjoyed our two Nights at the Indigo Hotel. The room was big with nice interior and a very comfortable bed. Maye a litte noise-sensitive We liked the location of the hotel in the middle of Katong with all its chinese shop houses, restaurants and small shops. A perfect contrast to the big-city life atmosphere of downtown. The roof top offers stunning views over the city, the pool is perfect to cool off in the afternoon. Breakfast was deliciouse. They do really good coffee. Restaurant stuff is sometimes a bit uncoordinated, very ambitiouse tough. Good value for Singapore. We‘ll come back.",5
Sylvia K,Nostalgically Modern and Comfortable,"Hotel Indigo Singapore Katong is an amazing boutique hotel! One of the best boutique hotel we ever stayed. Everything is well selected and decorated, we were simply in love with all. The breakfast is served in a close restaurant and it was also really good. The neighbourhood is fantastic and very typical. We took a look on the surroundings and we found the cute houses of Katong, so beautiful! Definitely recommend!",5
nicolettewong,Charming boutique hotel with character,"I just spent a week at the Hotel Indigo and I couldn't be happier with my stay. From the friendly staff to the beautiful rooms and facilities to the fantastic included breakfast, this hotel is truly a gem. It is located away from the main part of town (which is why we chose it) but only a quick cab ride to most of the main attractions around town.",4
KohAWL,Precious Gem in the Heartlands!,This is the second Indigo hotel we’ve stayed at. This boutique hotel offers unique in room amenities and has fun bohemian type decor which is authentic to the local area. It’s just gorgeous! Check out the photos.,5
Roger Widmer,Fantastic boutique hotel,"Occasionally, my sister and I will check into Hotel Indigo over the weekend for a short stay-cation. I like the location of the hotel as it is in the fringe of Singapore's city center - there is a direct buses to Suntec, Marina Square, Orchard, Raffles Place, to name a few. The closest shopping mall is next block, Katong Shopping Mall and Parkway Parade is a stone throw away (back of the hotel). You are literally spoil for choice on shopping and food. There are many eateries around the hotel and right downstairs, there is a bar (starkers) where they have freshly brewed beers (in-house). The hotel is very clean and inviting with the theme of Katong history that is basically rich with Peranakan influence. Hence, the tiles in the toilet, the decors are very classic, yet",5
JuusoJT,Stylish hotel with good location and great service,"I had my first staycation at this hotel and was so impressed with the attention to detail. They really carried the Peranakan culture throughout every part of the hotel, from the spittoon in the room and lanterns at the lift lobby that lights up to indicate the lifts are here. The service was excellent, very accommodative. The bed was nice and fluffy. TV has good range of channels. Breakfast was interesting too, it had local favourites like dough fritter (you tiao) and western options like eggs benedict. Would recommend this to visitors who want to explore the local culture and don't mind being away from the city (little public transport nearby too).",5
Niels M,Magic!,"This boutique hotel is infused with strong Peranakan culture. Even the entrance to the hotel lays slightly obscured, just like in the old Peranakan houses. The rooms are very clean and comfortable, with warm lighting and parquet flooring. The hotel boasts of an excellent infinity pool. The view is particularly alluring, especially at sunset. Good local eateries are just a stone throw's away and the locality is generally quiet.",5
Nathan1000,A beautiful feeling,"A real gem hidden in the middle of Katong. I always stayed in Katong when I am in Singapore but it was the first time in Indigo. You feel welcome from the moment you step into the hotel, it is quirky but still functional. The room was decorated very special but great. I will certainly be back.",5
Menrva26,"Excellent, as always.","Very stylish hotel In Katong area. We felt very wellcome when arrived. Quite small room, but nice interior. Very beautiful bathroom with a magnificent view from the shower. Bed was ok, pillows too hard. Breakfast was versatile, juices in small bottles were fantastic. Staff was more than nice. There was a small infinity pool on the roof but bar service only by the phone. Plenty of local restaurants in the hoods.",5
