Reviewer,Title,Review,Rating
ngupta263574,"Excellent stay, as always","The Pantai Inn is top notch, my husband took me their for my birthday weekend, we had an amazing time. Our room overlooked the beach and park, the drinks and snacks in our room where an added touch and turn down chocolate was delicious. The entire staff was attentive and helpful, I would highly recommend this boutique hotel.",4
Mony748,DISAPPOINTING rooms with good service,"Pantai Inn hosted our wonderful wedding weekend for 70. The staff worked with us with patience and grace in the weeks leading up to the wedding. The rooms and views and location are beautiful. We hosted dinner in the courtyard, and a beach party just across the street. The staff was as helpful as can be, super fun, relaxed and supportive. We absolutely loved the Pantai, and all of our friends and family did to. We could not be happier, and intend to come back to celebrate anniversaries for many years to come.",1
Addison,Just the best,"Recommended to this hotel by American friends living in San Diego, who unfortunately had ""no room at the inn"" when I visited them, due to unexpected circumstances, but their loss was my gain. Could not fault this hotel - and I have stayed in some VERY swanky places in my time. Great stay, fantastic location and facilities, wonderful staff.",5
Donna S,MY HAPPY PLACE,"This was a gift for my Daughter and Son-In-Law on their wedding night. The words I write here will not do justice to the amazing service and beauty of the Pantai Inn. From making the reservation to setting up the room for the kids, the rose petals, the special baskets I brought, to the custom robes and breakfast for them in the morning and the text messages from the staff making sure everything was perfect....it was completely perfect in every way.. Best decision ever to come here.",1
Bb H,La Jolla Gem!,"This was our second stay at Pantai Inn and we enjoyed it as much as our first one. The manager & staff is very welcoming and the rooms were clean. The suites are well furnished and they even provided a portable crib for our baby and chairs/toys/umbrella for the beach. The complementary cookies, chocolates, water bottles (they can provide you extra on request) is nice touch for luxury hotels, haven't seen it anywhere else (except maybe water). The location is excellent, right across the beach, and few minutes by walk to La Jolla cove and market area. We will definitely be coming back.",5
Barbara T,INCREDIBLE HOTEL,"I received room number 105 - which was extremely SMELLY ... like someone was peeing on the carpet or something... it was a smell of OLD place WITHOUT VENTILATION The bath was very SMALL and I couldn't put all my staff on the shelf...It felt a little bit like a bath in a ship. BUT you have a big kitchen... which I don't use... After talking about that with the team .. they send someone ""to fix it"" - which actually opened ONE window.. BTW the windows are not easy to open and require a tool after insisting I got the option to ""CHECK OUT"" at 12 and again ""CHECK IN"" in 15..which was extremely inconvenient... no body offered a compensation... After changing rooms the situation was better.... but the process in unacceptable The stuf was NICE and the SERVICE is GENREALLY VERY GOOD",3
S9907KRkaren,lovely property,"We LOVED it here, best part of our honeymoon. We booked it really late and I’m glad we did, it was right on the beach so we watched the sunset and the seals came out and then walked still with sandy toes right back to our apartment. The beds were lovely, the shower was amazing and the best part about the whole thing was the fire pit. We loved it so much were building one at home. Thank you for the best time ever.",1
thegoodtraveller,"A most enjoyable stay, thanks to impeccable service by Mike and his team","We stay here at least twice a year. In my opinion it is the best location you could ever have if you enjoy the ocean, watching people and enjoying sea life and animals. So relaxing and fun! The staff is absolutely the best I have ever encountered. They go out of their way to help you in any way.",5
Inspire65981018378,GREAT FAMILY VACATIONS,"Pantai Inn is awesome! We had a studio suite with windows looking out on the ocean. When we weren't walking along the water, we were sitting with our books on our balcony looking out on the sea. The staff is very friendly and helpful. The evening chocolates are to die for. Delicious breakfast every morning. And Mike the manager is incredible, like the energizer bunny, always ready to fill your requests immediately, greeted us like old friends. He should get a raise!!! The only caveats on sleep quality and the room are the bed was too soft for us and the bathroom in the studio is tiny. Those minor drawbacks would never keep us from returning. We will return for sure. Pantai Inn is not to be missed!",1
Kayla P,5 Stars!,My husband and I have vacationed in La Jolla many times. We have stayed at many different hotels. But we have now found our favorite and will no longer stay anywhere else. It is absolutely wonderful. Room was special as was the staff. They were so helpful and friendly.,4
Diane,Always a pleasure to stay at this beautiful Inn,"favorite part were the relaxing sounds of the water features, the lovely courtyard to relax in, being across from the ocean, complimentary breakfast served, and the staff was phenomenal!! VERY helpful and attentive at all times.",4
Natalie B,Beautiful & Peaceful--prepare to be pampered,"My wife, daughter and I stayed at this Inn last week for four nights, and we had the most delightful stay in their two bedroom suite. First of all, the location is terrific right there on ocean front and easy walking distance to some wonderful restaurants and shopping on Girard Avenue. The suite was spacious and comfortably furnished with good bedding and other furniture. Best of all, as noted in many recent reviews, Mike and his team are driven to provide the guests with the best service. We highly recommend this Inn to anyone visiting the La Jolla area.",1
Mimie W,I would highly recommend staying in this charming hotel!,"We received an excellent service during our 8nignts stay. Very professional staff. Small details that make a great stay. The location is magnificent. As we come back at least twice a year , we continue receiving the same high standard service and trying their best!",5
Dawn S,The Perfect Place to Host An Intimate Wedding,My husband and I went here for our one-year anniversary and absolutely loved it! it was the perfect little spot in La Jolla. Wonderful views and close to restaurants. The staff was very friendly and accommodating. The free breakfast and snacks in the room were a nice touch! We had no complaints. Next time were in San Diego we hope to say here again.,1
oceansidetraveler0,A Very Pleasant Stay at the Pantai Inn,"We consider the Pantai Inn our La Jolla Beach Cottage that doesn't cost us a fortune in Mortgage payments. Since we live locally, we're able to frequent the Pantai Inn for special occasions. You couldn't ask for a better location or nicer, more accommodating staff.",5
BBOK,The Very Best 5-Star Boutique Hotel!,"We recently returned from a stay at the Pantai Inn & already want return. The Pantai is a home away from home, but also feels like a faraway retreat. Every time I step onto the property & am surrounded by the sounds of the many water fountains & the smell of plumeria, I relax. The rooms are beautiful—some of the most beautiful we’ve ever stayed in, with views of the La Jolla beaches & ocean. You can enjoy the view from the quiet of your balcony or their lovely courtyard. It’s the perfect way to enjoy the action in a peaceful setting. The staff at Pantai feel more like family; we are always greeted with the warmest welcome & they are constantly attentive to our every need. Mike Murrell is the General Manager & is always making sure we have everything we want to make our stay",3
Ledfootlynn,A little piece of Paradise ❤️,"My husband and I stayed here for 6 days in March 2019. The location was excellent, our room was right at the Ocean Street, Coast street intersection. Our balcony gave us an excellent view of the ocean and the beautiful sunsets. Breakfast was very good, there's the typical continental but the nice surprise are the hot meals that the property provided which was different everyday. Service was excellent! From check in to check out and catering to our needs, everything was superb. We've stayed in other 5-star hotels and this is the only one, thus far, that provided snacks (nuts, chips, cookies, etc) in our room and non-alcoholic drinks available in our fridge for no extra fee! For those who want to feel like they're in their own home, there's dishes, utensils and real glass (no",1
hoffmanChris,nice,"I have only wonderful things to say about the Pantai Inn! It’s basically a dreamy beautiful oasis right along the La Jolla coast! My husband and I hosted our intimate wedding at the Pantai last February. Wow! We were amazed by the gorgeous/clean grounds and inn rooms as well as the helpful customer service. Also, the breakfast is delicious! On the day of our wedding, we had very rainy weather and needed an inside option asap. The Pantai staff helped us transition everything indoors with such ease and hospitality. Thank you to all the Pantai Staff (Marc and Chelsea you are amazing!) you truly made our weekend special and care-free!! I highly recommend you to all my family and friends!  ",5
Lioness787,A Delight – returning once again!,"This was our first stay at the Pantai Inn and we have to say it met our expectations. We stayed in a one bedroom cottage. We loved the space of the cottage. The living room with large screen tv, couch and chairs was a comfortable room to relax in. The kitchen area with counter space and refrigerator, chairs and table along with a complimentary bags of snacks and non-alcoholic beverages was perfect. The bedroom and bathroom was spacious and comfortable. While a few of the cottages like ours were set back on the property and required a circuitous walk to the breakfast room, it was not too taxing. Complimentary breakfast was fine but basic. Scrambled eggs, breads, juices, fruit and one cereal formed the spread each day. It would be nice to offer multiple cereals or at least",1
RTK,Spectacular Time!!!,"For maximum relaxation by the Pacific Ocean, with the most attentive staff, great daily breakfast, luxuriously comfortable beds, this is THE place to stay! GM Mike Murrell oversees this delightful 30-unit hotel with precise attention to detail, assuring the ultimate holiday. Whether you come for a weekend or an extended stay, be assured all your needs will be met by his highly efficient, courteous staff. The proximity to beach activities, excellent restaurants, galleries and shops make this location perfect for a southern California visit. If your desire is for pure relaxation, with all your needs met, this is guaranteed to be your perfect choice!",4
Firechaser2019,Relaxing,"My husband and I vacationed at this little piece of Paradise for the past 2 years. We love, love, love Pantai Inn. Upon arrival, the staff members greet you with kindness, get you checked in and offer assistance with unloading. All staff members at Pantai Inn are phenomenal; they treat you like you're a part of their family. Our stay at the Pantai Inn has been the best experience ever!",4
clairepeterson87,Bachelorette party/girls weekend,"I took my girlfriend here for our anniversary and was the best decision ever, we loved the place they are very polite and professional. the check in was very fast and was a bottle of champagne waiting for u sin our room.",1
3tothebeach,Yes - the reviews are on point~,"Pantai Inn La Jolla Sept 2019 1. People: Mike, Chelsea, Alain, Rachel, Joseph & to all the people always with a smile & can do attitude ensuring the guests are welcomed, needs addressed and everything humming along beautifully. Staff are professional and warm, striking just the right balance. a. Mike the GM – top notch GM and we know many given our many stays globally. His leadership certainly has much to do with the experience at the Pantai. Thank you Mike! I couldn’t imagine Pantai Inn without you and the fabulous team you have assembled. Arranging for the car charging by you or/and the team, the tape measure use, the hot water pot in our room….all these things thanks to you, Chelsea & team….much appreciated. b. Chelsea – Thank you as always for remembering us, our family and",5
randnleach,Amazing!!!,"My wife and I were treated royally from the moment of our arrival- we had some special treats in our room for the occasion of our anniversary!! The views of the ocean wer grand!! The comfort of the bed was unreal. The helpfulness and willingness of the staff to go ""beyond"" was so grand. The sunsets were breathtaking- and we didn't have to travel very far to take them in- just to our balcony. The breakfasts were extremely tasty",1
Connector792733,Top Notch,You can’t beat the views. Not to mention that restaurants and shops and even art galleries are just around the corner from the place. Staff was outstanding and could not have been better. The rooms could do with a bit of updating but the view and staff help even things out. I will go back for sure.,5
msu_gal,Perfect Stay at the Pantai Inn,We loved this place! Great for a group trip! The service was incredible and helped us in providing beach equipment to enjoy our stay. The breakfast was incredible. This was not your average continental breakfast. It was restaurant quality amazing food with a great variety of options. They also offered to make you speciality items. The rooms were lovely and spacious. The staff was welcoming and attentive. Thank you for a great experience! Can’t wait to return,3
MargieZMazurek,Great location,Pantai Inn is lovely. There is a reason for the great Trip Advisor Traveler Rating! We (Husband and I) returned from a 4 night romantic getaway (anniversary) over Labor Day Holiday. The extraordinary guest service begin as soon as we picked up the phone to call from our home in Arizona to come to La Jolla. The person who we spoke on the phone was wonderful – working hard to get us what we wanted in a high season short time – frame. We really “needed” a King bed… and she worked hard to make that happen. We had a really special “Partial Ocean View” one bedroom (Room 203) with a four poster King Bed. Lovely bedding twice daily housekeeping – kitchen with small refrigerator - huge balcony where we took our breakfast (included) and ate each morning there. (Next time may,1
bingoid7389,A hidden gem,"Our stay at Pantai Inn was absolutely amazing!! Great location, nice rooms, and the hospitality was out of this world!!! Thank you Pantai Inn for a wonderful vacation getaway. Highly recommend 10/10!!!!!!!",5
Fearless410897,Awesome spot in La Jolla Cove!,"We've stayed at Pantai Inn a number of times and the property never disappoints. Great staff, a wonderful breakfast every morning, and lots of little touches (my wife loved the tiny tray of desserts that the inn supplied for our first night). We arrived about an hour before check-in time and just wanted to park, but it turned out our room was ready so they showed us right over.",1
julieph57,Pantai Inn needs some TLC,"Had such a wonderful stay at the Pantai Inn in August. First of all we had a death in the family and had to reschedule our stay (which was non-refundable) and they were great and very understanding. We had a 1 bedroom cottage and it was so nice to have the additional space to be able to put the kids to bed in the bedroom and still be up for a few hours. The service here is amazing, like nothing I have experienced at a hotel. Every staff person is always interested in making sure you have everything you need. We had 2 wild kiddos with us and they were so patient with getting us the highchair for breakfast each morning. There are beers in your fridge that are included. There are chocolates on your bed at night. I loved every minute here.",4
Iloveringo,"I really wanted to like it, but I didn't","Chose an ocean view room which was very nice with separate living room/kitchenette, super comfortable bed and bedding. Didn't realize balcony wraps around building and connects to adjoining room's balcony. Not a big deal as you're facing different directions, but the gate that separates the balconies doesn't have a latch, which meant we did not sleep with the door open at night. Room was showing its age a bit (bathroom floor is in need of a deep clean, mismatched touch up paint finishes), but overall the property is immaculately maintained, beautiful, and comfortable, particularly the public spaces (lobby and courtyard). Complimentary breakfast was decent and complimentary snacks, tea, coffee, and waters were very convenient. Great location, beautifully kept grounds, excellent",4
mbtravelMaryland,Amazing Boutique Inn with the best location in La Jolla! A must stay!!,This place is completely unassuming from the street and has a very low online presence for a reason...it is a well-kept secret that travelers want to keep hidden from the masses! Perfect for a romantic getaway and a weekend to feel genuinely welcomed by the over-the-top accommodating staff. We will certainly be back and look forward to making more memories at this special spot.,1
Steven S,Weekend getaway,"Pantai Inn gets the highest rating for exceptional service. We love the quaint feel of the Inn, and the room is comfortable and well maintained. The staff is truly superb. We enjoyed our stay greatly and hope to return next year.",5
Lorena R,GREAT EXPERIENCE!!!,"Like most of the reviews, I agree that the strength of this hotel is its manager (Mike), staff (Chelsea and Jetta) and location. The hotel needs updating/remodeling. The lodging costs were not commensurate with our room's dated decor, bathroom and furniture. I urge the owners of this establishment to be grateful for their wonderful team of employees and work to revitalize this Pan-tired Inn.",1
Richard H,Did not want to check out - did want to stay longer.,"I stayed at Pantai Inn with my family for two nights. I had decided to book it because it has great reviews on Tripadvisor and I really wanted to like it, but unfortunately I did not. I must say that the location is perfect and the staff are some of the most kind and helpful I have ever met, but the room was a massive let down. It is in serious need of a total refurbishment, way too old and smelly despite all the effort to cover it up. Also not happy about the cleaning standard, I found black hairs in the shower the minute I walked in the bathroom. As I said I really wanted to like it because the people working at Pantai Inn are truly special, but I would definitely not stay there again nor recommend anyone to do it (unless you really do not care about the state of the room you",5
Ruthie D,Outstanding Experience,"The accommodations and staff at Pantai exceeded our expectations and rivals that of Four Seasons, Pendry, and Belmond in my opinion. Two bedroom suite on second floor was spacious with windows in every room lending amazing ocean views. Would recommend opening the windows at night to hear the sound of the ocean and the trickling waterfall which landscapes this amazing boutique inn. Additionally, loved the comfort of the bed and linens! Whereas small by comparison, the bathroom was functional with a great rainfall shower. Bathroom lighting was good with nice toiletries. I think a stay in LaJolla would be an incomplete in any accommodations other than Pantai Inn. A special thanks to the manager Mike and staff for elevating our experience. Can’t wait to return.",3
Seychelles7,Beautiful Property - Gracious Staff,My wife and flew down from Nor Cal on Thursday and stayed three nights. We stayed in one of the cottages that had a very large deck with a great view of the ocean and a large grassy area that was a hot spot for many people to enjoy. The location is fantastic. The place its self could use a little updating.,1
Tracy M,This boutique hotel is a MUST if you’re looking to stay in La Jolla!,Pantai Inn is the place to stay in la Jolla. Great location! Excellent service!. Very celan and nice rooms. Pantai Inn take care of every detail. You feel a total peace and confort. Invited to saty again here,5
plimina,AMAZING!!!,"Our second stay at Pantai Inn - very pleased with every aspect. Had room with full view - as good as it gets. All staff courteous, friendly, and made sure our every request was immediately satisfied. Breakfast was great!",1
C Pascua,Incredible Experience,"The most hospitable and friendly vacation to celebrate our six year wedding anniversary! Thank you Chelsea and Mike for going out of your way to make our stay the most memorable experience! Chelsea, thank you for your gift of service! You are a sweetheart and the cookie queen!",4
katwomanrider,Best service ever!,We booked a 2 bedroom cottage for a girls trip weekend and while I shared the location with my group no one checked out the place before we arrived. When we got to the location they were surprised and happy with our weekend accommodations. Every one of the staff members that we interacted with us treated us like VIP's we loved our experience staying at the Pantai Inn.,4
Expedition552977,Impeccably professional and gracious staff,"I live in San Diego, so I’m a little bit of a “hotel snob” when choosing to book a hotel in my city. I have seen this hotel for a while now on Trip Advisor and was curious to give it a try because of its #1 rating. It did not disappoint! It was my birthday weekend and they went above and beyond in their service to make our stay extra special. I didn’t want to leave! We had an ocean-front 2 bedroom suite and it was AMAZING. Breathtaking views, yummy breakfast that was included, and perfect location for walking to restaurants. We definitely will be back! Thank you Pantai Inn for making our stay so special.",1
YuxuanXING,Review,I have been coming here for years this place cannot get any better which I was told it was sold PLEASE!!! I really really hope that they leave things the way they are. Because if not it may be devastating to them. I work at the Wynn/Encore in Las Vegas and been there since day 1. I know details when I see it and the Pantai is absolutely one of them. Mike Murell who’ve known for many years now is the backbone of this place. I’ve followed him every since he left the Glorietta Bay in Coronado. He knows how to pick his staff.Obviously they love it there because they’re still there. My first day at the Wynn/Encore.Steve Wynn had a meeting with all his employees and just wanted us to know that we come first because without good employees we won’t be able to bring in great guest.,5
mbaker1482,All around perfect,"Allen checked us in and made sure we were completely taken care of. They offered complimentary snacks and honored or birthday with a chef made dessert. The beach was across the street from our room. Honestly, after a 6 day trip, this stay is the only one I can think of. Our only regret is that I wish we could have stayed longer.",1
Copperbench,Awesome,Thank you to Pantai Inn for making a surprise birthday weekend for my husband so amazing. The staff is extraordinary and I'm curious if there are any requests that they cannot fulfill. Location was the best it could have been with such beautiful views. We hope to return within the next few years.,5
kkehn,Perfect choice,"I've stayed at various hotels on La Jolla Cove over the last 24 years ~ this was my favorite hotel stay. It was the staff who made the difference. They each consistently displayed a genuinely joyful and natural welcoming. Their customer service during our transactions (online correspondence, phone & in-person) and during each part of our stay emulated wishing us to truly enjoy our time. And the wonderful extra touches they added to our room really personalized our stay. Also, the quality of the bed and sheets were the most comfortable we've ever experienced. The military discount was the icing. These elements are much more important to us than the view (which was of course perfect!). Thank you ""Mike and your staff"" for a wonderful stay!",3
Sang,Amazing experience,"Excellent location, you can just walk to the sea out of door though the rooms on the street are little bit noisy. Variable and good breakfast. The rooms are clean and big enough for a family. Staff are helpful!",1
P6118BZdavidj,Best of the Best,"The property is so close to the Pacific which makes for amazing views & sunsets. Staff at the front could not have been any more accommodating. Free waters & non-alcoholic drinks provided & great beer & wine to enjoy in the sunroom, by the fireplace or in the patio all overlooking the Pacific. Complementary made from scratch incredible breakfast made by the chef each morning 6-10AM. We will be back.",5
J2691WDjamesm,Enjoyment,"Great stay in this super friendly, beautiful hotel! Breakfast was healthy and delicious! Hanging out at the fire pit was so much fun. Another favorite part was seeing all the baby seals and sea lions!",1
ldesoyza,Awesome Experience!,"This will be our go-to place from now on. We could not have been happier. The Pantai Inn is located perfectly for walks along the shore, walking into town for shopping or dining, sea lions and sunsets. Breakfast was different each day, always good, and never rushed or crowded. The staff is very friendly and helpful. We had one of the rooms with 3br, 2ba, kitchen, dining, and living room. It was great for our family of 6. The private deck had an ocean view. One of the best things was the private driveway for two cars. Our son, who lives in San Diego, came up and had a parking spot waiting for him. It can be very difficult to find parking in and around San Diego and La Jolla. The driveway was priceless. We will definitely stay here again when traveling to the area. Thanks Mike,",4
34Jeff85,What A Great Place,"What an amazing time we had, from beginning to end! We came to La Jolla to celebrate our 18 year wedding Anniversary & my birthday. Mike Murrell & his staff at the Pantai Inn really made our trip very special. The location was perfect, the breakfast was perfect, & the room was perfect! Absolutely would recommend the Pantai Inn!",4
stephencioffoletti,Perfect Stay in La Jolla,"Our son and grand daughter from Tokyo were recently guests at the Pantai Inn for a week and thoroughly enjoyed every aspect their stay at the Inn. They have many world wide hotel flags with which to compare and repeatedly expressed how impressive the Pantai Inn is, especially the sincere concern shown by every member of the staff for the comfort and enjoyment of each guest 24/7. They will definitely be highly recommending the Pantai to their friends and business associates and of course we shall as well.",1
abaabo822519,Amazing,"First time i have stayed there i have stayed at La Jolla cove suites since 1974 almost every year at 4th of July, i will now be staying at Pantai Inn . I was pleased with the room and all the service of Michael the manager , always helpful with anything.",5
Wendy B,Paradise,"Corner of Ocean and Coast in La Jolla sits a true piece of California Gold. Mike and his staff were absolutely wonderful, attentive and professional. The daily breakfast was awesome! We loved the accommodations and the picture perfect surroundings, we will back soon.",1
Lorraine M,Amazing Views overlooking the Pacific Ocean,Loved our stay and the view from our room what great. The room was very clean and the staff was the best that I've experience at any place that I've stayed before. I'm looking forward to staying their again when we are back in town.,5
Venture590370,Perfect Weekend,"I have been to La Jolla before, but finding out about Pantai Inn was perfect. My girlfriend and I loved it! I was such an amazing place to stay. Right across from the water, beautiful property, the most friendly and helpful staff, delicious complimentary breakfast, a cozy firepit, great views and cool and unique rooms (we stayed in a private cottage on the property - highly recommend!) - it is the perfect place for a couple! What was really nice was it didn't feel resorty at all - it was too quaint to be like that - and everything was so personal and accommodating-you felt like you were the only people there. We honestly cannot imagine staying anywhere else the next time we visit the area. You would be doing yourself a disservice if you did not to stay here when you",3
Carla C,A truly gem of an inn in La Jolla Cove,Everything was at best. Price is a little high but you get what you paid for. The room was very clean and breakfast though was limited but it was always good. Being so close to the beach is a big plus.,1
thanasi2019,Nice Stay in La Jolla,The Pantai Inn was more than my expectations. The service was amazing. The front staff gave outstanding customer service. Can't say enough about the chef and breakfast. Banana bread was the best ever!!,5
marciasb2019,Stay at Pantai,"A boutique hotel overlooking the Pacific Ocean with exceptional customer service! We have done quite a bit of travel and this is the only place we can say that every staff member was exceptional. Darby and Alan and the front office staff went above and beyond; including the housekeeping team and the talented culinary staff who served delicious breakfasts. The lobby area offered complimentary beverages all day. We loved the fire pit and outside waterfalls. Thank you Michael Murrell, General Manager at Pantai Inn Lorraine and Joe Marotta",1
zakinebun,"It was excellent hotel ,, excellent location, excellent room,, especially the receptionist, was very nice and very warml",The staff is so sweet and helpful. Super charming place and the location cant be beaten. We had massages which were amazing as well. Fantastic breakfast. Loved all of the fountains and firepit. We had a magical weekend!!!,4
Connector583996,One Year Anniversary and Birthday Vacation,"We stayed here for 5 days and it was lovely. The room was beautiful, well appointed and very spacious. And the staff was wonderful, helpful in every way with every request. I would stay there again for certain. One of the best inns I have ever stayed in.",4
jiggasmuv,We'll be back!,Very nice accommodations in great location. Plenty of space in the living room and bedroom. Bathroom was a bit small but big enough. Morning hot breakfast was included which was nice. Would have liked a little more selection and variation. Comfortable courtyard with great view of the ocean. Staff was all extremely friendly and customer focused. Would definitely return.,1
Cyndi S,Stunning!,"Thoroughly enjoyed our stay. Our suite was beautiful, and the amenities were outstanding. Wonderful ocean view, while feeling very private and remove from all the nearby activity. Breakfast at the Pantai was delicious.",5
Edith386,Absolutely lovely!,"Very nice hotel , great location , excellent room, it was very nice and very warm welcome , receptionist was excellent , breakfast area great , room was goid and nice view , I am sure I will come back st this beautiful hotel",1
n2photographics,Incredible!,"I am absolutely in love with this place! There isn't a better stay anywhere in California! The service is beyond exceptional and everyone is incredibly kind and gracious. My favorite is Mike Murrell, Property Manager who has been and continues to exemplify exceptional customer service, always! My husband and I love coming here every year and it gives us a chance to ""disconnect"" from the world and spend amazing time together, creating more memories! Looking forward to our excursion again next year for our second wedding anniversary.",5
Calista Flocks,Incredible design.,"The service is amazing and goes above and beyond. A 5 start hotel has nothing on the friendly service at the Pantai Inn. Everyone is super friendly and highly responsive. Heard similar things being said by other guests as well. At the Pantai Inn, the staff get it!",3
Paul-JamieRamos R,Beautiful view and wonderful get away,"Beautiful view and great location. A bit noisy from the street traffic but it's worth it. Staff was very welcoming and attentive - especially Mike. I would choose third floor southside with ocean view balcony next time to have more distance from the street. But either way, I highly recommend it!",1
Sharon D,3 Generations,"My husband and I truly enjoyed our visit in La Jolla and our stay at Pantai Inn! We highly recommend! We had a king room on the 3rd floor with an ocean view balcony. What more could you ask for? The Inn greets you with a plate full of goodies and cold beverages in your room’s refrigerator. They have fresh cookies daily and drinks available in the lobby whenever needed. The breakfast was delicious and the location perfect. Only tiny issue we had was that it was the smallest bathroom we’ve ever had; honestly quite claustrophobic for me. But as long as you have no secrets with your roomie and can leave the door open, no major problem. But with all of the rooms available, I’m sure other rooms have different options. But lovely Inn and would definitely recommend if you’re heading to",5
Patrick M,Best Staycation Ever,"My wife and I celebrated our 15th wedding anniversary by visiting La Jolla and staying at the Pantai Inn. It was our second time celebrating our anniversary by staying there, and just like the first time, it was absolutely an incredible, wonderful, first-class experience. Mike and his staff are unbelievable! The accommodations are top tier and the customer service is second to none, from the personnel at the front desk to housekeeping! We will be back again for our 16th anniversary! Thank you Mike and all of the Pantai Inn family!",1
rmoreno2019,A Treasure with Views,This was my best holiday ever. I don't like to travel with my family but I did like it very much. The place was very cozy. We all liked it very much. Even my elder sibling would like to come here as a whole family.,4
mattgailey,Service is exceptional,"So pleasantly surprised by this beautiful hotel! Clean room, well appointed with everything we needed including a full kitchen, snacks, drinks and coffee. I loved the charm and quaintness of the property and the staff were super friendly and helpful. I loved the ocean view, easy access to La Jolla along with the complimentary drinks, coffee and cookies in the lobby. Breakfast was absolutely delicious! I highly recommend a visit to the Pantai Inn. I don't have one single complaint about this beautiful property. Upon check out the hotel staff provided us with soda and water for our trip home, which I thought was a nice bonus to an already great stay.",4
Sunseeker73,Gem by the ocean,"My Daughter, Granddaughter and I had an excellent comfortable stay. The room was very clean. We felt safe and secure! The staff was friendly and they also had tasty snacks in the room. It’s a must stay for a convenient and hospitable location.",1
kfinkb864693,Fabulous place to stay in La Jolla,Great place! Great location! Great Views! Great employees. I am not going to share our room number because we want that same room available the next time we come back :) Thanks for all of the special touches you added for our anniversary!,5
sdemit940428,Pantaiii,"I cannot say enough things about this boutique hotel. It was AMAZING!! From the time we got there we were treated like we were at a fancy 5 star resort. The staff was amazing!! The proximity to the Cove and the city is perfect. The room was beautiful and we didn't need to leave the area. When we ventured off, we quickly realized we were already in the perfect spot. We look forward to returning to the location. A million thanks to the manager (sorry I lost your card), to Alan and to all the fabulous staff members who made it so hard for us to leave!!!! :)",1
Discover66581569568,Great time,"There was a small issue with the correct discount being applied and I received and email after I left addressing and correcting the issue. I didn’t put up much of a fuss, so I appreciate the proactive fix.",5
Blake Hanline,Vacation,A bit of Heaven on earth. Really the only way to describe it. From the amazing staff ( Chelsea & co.) to the exceptional display for breakfast with views for miles. My biggest complaint: I had to leave. We can’t wait to get back. Thanks for making our stay so amazing. 🙏🏽🙌🏽,3
thanline,Love the Pantai Inn!,"We so enjoyed our stay at your beautiful Inn. The location was fantastic — walking distance to so many places on either side, delicious breakfasts included, free parking, wonderful customer service. We will hopefully be back someday! Our two bedroom was very spacious and had a large central room to hang out, relax, play games. We loved the fire pit on the property after a day of sightseeing.",1
FunSummerVacation,We love the Pantai Inn!!!,"We had a wonderful stay. The service and location can't be beat. The outside areas were beautiful and peaceful. We enjoyed the waterfalls, space heaters and comfortable seating at night. The beverages in the lobby along with snacks were much appreciated.",5
ddave2016,3rd stay - loved it again!,"I love the Pantai Inn, the staff very warm and friendly. Room superb, clean spacious, great ocean view. I absolutely hated to leave but looking forward to my next visit..thanks to all at the staff and especially Mike at the Pantai Inn for all you do to make my get away so special....",1
John M,Excellent hotel with lots of personal touches,"Great, excellent service, made sure the rooms were clean. Chelsea did an amazing job keeping us comfortable always giving us options where to eat, swim and etc. breakfast awesome as well nothing really",4
Liora H,Amazing,This was our second stay at the Pantai Inn and it was just as wonderful as the first time! We stayed in a different room and we loved it! Perfect location. Quiet. All the amenities you might need. Beautiful views. Breakfast was incredible. Chelsea and the rest of the staff made the visit exceptional!,4
Darlene K,30th Anniversary,We love the Pantai Inn!! The Staff is exceptional. The location is perfect. Can't beat the ocean views. We have stayed here since it opened and will continue to return year after year with our family.,1
Tucsonan1940,Location and Service,"This was our 3rd time staying at Pantai Inn. We loved everything! Their service is amazing and the staff there is very friendly! In fact, at every stay, we’ve seen their service, breakfast, and hospitality improve over the last time, which is rare, but Pantai Inn is doing exactly that! Location is amazing, rooms are comfortable, and they have everything in the rooms to make it a right-at-home experience. Excellent job Pantai Inn!! We’ll be staying there many more times.",5
Hil J,Recent Trip La Jolla Cove Area,"My wife and I stayed at the Pantai Inn for the second time this summer. It was our Anniversary and the hotel had a nice note and fresh fruit in the room to welcome us. This hotel is super relaxing. The breakfast are delicious and you can watch the ocean while you eat. Our room had a kitchen which was great because we didn't have to eat out all the time. On July 4th, the hotel hosted a complimentary BBQ for all the guest. How cool is that! The staff is super friendly and helpful. I've already booked my next stay.",1
Wanderer63535749442,Very pampered!,"Can’t say enough good things about this place.... the location, the atmosphere, the amenities (great breakfast and free snacks / soft drinks every day waiting for us in our room). But the cherry on the cake was the top notch service that was provided by everyone we encountered - over the phone and in person. Thank you Pantai Inn for everything and a very special thanks to Mike for taking care of our week old laundry!!! ;)",5
Blue Surf,Follow Up from Earlier Review: Explore294418 June 2019,"We stayed at the Pantai three years ago and enjoyed our stay so much that when we were thinking about where to go for our anniversary we thought what better place! We haven’t been disappointed and we just got here! Once they learned it was our anniversary, they wasted no time bringing us a yummy dessert plate! They also have complimentary soft drinks, water and Pellegrino along with a yummy breakfast each morning. The location is THE BOMB! You literally walk across the street and are at La Jolla Cove. This place is great to relax or walk just steps up to dining and shopping in La Jolla. It’s a great place to stay when in La Jolla!",3
